TDFREL07,TDFOID07,TDFOSN07,Q38_WD,Q38_WE,Q38WDDAY,Q38WEDAY,Q38WDIWM,Q38WDIWD,Q38WDIWY,Q38WEIWM,Q38WEIWD,Q38WEIWY,Q38WDSAQ,Q38WESAQ,Q38WDFTF,Q38WEFTF,Q38WDTEL,Q38WETEL,Q38WDCH,Q38WECH,Q38WDPCG,Q38WEPCG,Q38WDOCG,Q38WEOCG,Q38WDOTH,Q38WEOTH,Q38WD_A1,Q38WE_A1,Q38WD_A2,Q38WE_A2,Q38WDA3M,Q38WDA3D,Q38WDA3Y,Q38WEA3M,Q38WEA3D,Q38WEA3Y,Q38WDA4M,Q38WDA4D,Q38WDA4Y,Q38WEA4M,Q38WEA4D,Q38WEA4Y
1,5177,5,1,1,5,7,12,17,2007,12,17,2007,1,1,1,1,5,5,1,1,5,5,5,5,5,5,3,3,2,3,12,13,2007,12,15,2007,12,14,2007,12,17,2007
1,6411,4,1,1,3,7,10,18,2007,10,18,2007,1,1,1,1,5,5,1,1,5,1,5,5,5,5,1,1,2,4,10,9,2007,10,6,2007,10,11,2007,10,6,2007
1,5990,4,1,1,4,1,1,15,2008,1,15,2008,1,1,1,1,5,5,5,5,1,1,5,5,5,5,2,2,3,3,1,9,2008,1,13,2008,1,15,2008,1,13,2008
1,7472,2,1,1,6,7,11,28,2007,11,28,2007,1,1,5,5,5,5,1,1,5,5,5,5,1,1,7,7,3,1,11,23,2007,11,24,2007,11,23,2007,11,24,2007
1,5269,3,1,1,5,7,1,6,2008,1,6,2008,1,1,1,1,5,5,1,1,5,5,5,5,5,5,1,1,4,1,1,3,2008,99,99,9999,1,5,2008,1,5,2008
1,8014,4,1,1,5,1,3,16,2008,3,16,2008,1,1,1,1,5,5,1,1,5,5,5,5,5,5,1,1,2,2,3,12,2008,3,9,2008,3,16,2008,3,16,2008
1,7987,2,1,1,6,1,12,22,2007,12,22,2007,1,1,1,1,5,5,1,1,5,5,5,5,5,5,6,6,1,3,12,21,2007,12,22,2007,12,22,2007,12,22,2007
1,3472,3,1,1,4,7,10,21,2007,10,21,2007,1,1,1,1,5,5,1,1,5,5,5,5,5,5,9,1,9,1,99,99,9999,10,20,2007,99,99,9999,10,20,2007
1,2407,3,1,1,2,1,1,30,2008,1,30,2008,1,1,1,1,5,5,1,1,5,5,5,5,5,5,3,3,2,3,1,28,2008,1,27,2008,1,28,2008,1,27,2008
1,2407,4,1,1,2,1,1,30,2008,1,30,2008,1,1,1,1,5,5,1,1,5,5,5,5,5,5,3,3,2,3,1,28,2008,1,27,2008,1,28,2008,1,27,2008
1,1400,3,1,1,6,7,1,30,2008,1,30,2008,1,1,1,1,5,5,1,1,5,5,5,5,5,5,1,1,2,5,1,25,2008,1,26,2008,1,26,2008,1,26,2008
1,2579,3,1,1,4,7,11,12,2007,11,12,2007,1,1,1,1,5,5,1,1,5,5,5,5,5,5,1,1,2,3,11,7,2007,11,10,2007,11,7,2007,11,10,2007
1,1279,3,1,1,6,1,12,2,2007,12,2,2007,5,5,1,1,5,5,1,1,5,5,5,5,5,5,1,9,5,9,11,23,2007,11,25,2007,11,23,2007,11,25,2007
1,1279,4,5,1,0,1,0,0,0,12,2,2007,0,5,0,1,0,5,0,1,0,5,0,5,0,5,0,3,0,9,0,0,0,11,25,2007,0,0,0,11,25,2007
1,4816,3,1,1,6,7,10,15,2007,10,15,2007,1,1,1,1,5,5,1,1,1,1,5,5,1,1,2,2,1,2,10,12,2007,10,13,2007,10,14,2007,10,14,2007
1,1871,3,1,1,5,1,1,19,2008,1,19,2008,1,1,5,5,5,5,1,1,5,5,5,5,5,5,1,1,2,1,1,10,2008,1,6,2008,1,10,2008,1,6,2008
1,1871,4,1,1,5,1,1,7,2008,1,7,2008,1,1,5,5,5,5,1,1,5,5,5,5,1,1,6,6,3,3,1,3,2008,1,6,2008,1,3,2008,1,6,2008
1,860,3,1,1,3,7,10,24,2007,10,24,2007,5,1,1,1,5,5,1,1,1,5,5,5,5,5,6,6,4,4,10,23,2007,10,20,2007,10,24,2007,10,24,2007
1,1484,3,1,1,3,7,10,24,2007,10,24,2007,1,1,1,1,5,5,1,1,1,1,5,5,5,5,3,9,3,9,10,23,2007,99,99,9999,10,23,2007,99,99,9999
1,3628,3,1,1,4,1,12,1,2007,12,1,2007,1,1,1,1,5,5,1,1,5,5,5,5,5,5,1,1,4,4,11,28,2007,11,25,2007,11,28,2007,11,25,2007
1,7710,4,1,1,3,7,1,25,2008,1,25,2008,1,1,5,5,1,1,1,5,5,5,5,5,5,5,1,1,2,3,1,8,2008,1,12,2008,1,8,2008,1,12,2008
1,3698,3,1,1,4,7,11,13,2007,11,13,2007,1,1,5,5,5,5,1,1,5,5,5,5,5,5,9,1,9,4,99,99,9999,11,3,2007,99,99,9999,11,3,2007
1,3425,3,1,1,5,7,12,8,2007,12,8,2007,1,1,5,5,5,5,1,1,5,5,5,5,5,5,1,1,2,2,12,6,2007,12,8,2007,12,7,2007,12,9,2007
1,5916,3,1,1,2,1,1,21,2008,1,21,2008,1,1,1,1,5,5,1,1,5,5,5,5,5,5,1,1,2,4,1,14,2008,1,20,2008,1,21,2008,1,21,2008
1,5916,4,1,1,2,7,1,2,2008,1,21,2008,5,5,1,1,5,5,1,1,1,1,5,5,5,5,6,6,1,2,1,14,2008,1,19,2008,1,21,2008,1,21,2008
1,773,4,1,1,6,7,10,22,2007,10,23,2007,1,1,1,1,5,5,1,1,5,5,5,5,5,5,1,1,4,1,10,19,2007,10,20,2007,10,19,2007,10,20,2007
1,3923,4,1,1,4,7,2,8,2008,2,7,2008,1,1,5,5,5,5,1,1,5,5,5,5,5,5,1,1,2,2,1,30,2008,1,26,2008,2,2,2008,2,2,2008
1,7870,2,1,1,3,1,1,11,2008,1,11,2008,1,1,5,5,5,5,1,1,5,5,5,5,5,5,1,1,2,3,1,8,2008,1,6,2008,1,9,2008,1,6,2008
1,7645,2,1,1,3,1,3,7,2008,3,7,2008,5,5,1,1,5,5,5,1,1,1,5,5,5,5,2,3,2,2,2,26,2008,3,2,2008,2,26,2008,3,2,2008
1,845,5,1,1,6,7,3,19,2008,99,99,9999,1,1,5,5,5,5,1,1,5,5,5,5,5,5,1,1,3,2,2,16,2008,2,9,2008,3,7,2008,3,1,2008
1,3500,3,1,1,6,1,11,3,2007,11,3,2007,5,5,1,1,5,5,1,1,1,1,5,5,5,5,7,3,5,5,10,19,2007,10,21,2007,10,21,2007,10,22,2007
1,4000,3,1,1,4,7,99,99,9999,99,99,9999,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,2,3,2,27,2008,2,9,2008,2,27,2008,2,9,2008
1,4000,4,1,1,4,7,99,99,9999,99,99,9999,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,9,2,9,2,27,2008,99,99,9999,2,29,2008,99,99,9999
1,1216,3,1,1,4,1,10,19,2007,10,19,2007,1,1,5,5,5,5,5,5,1,1,5,5,5,5,2,2,1,2,10,17,2007,10,14,2007,10,18,2007,10,18,2007
1,1216,4,1,1,4,1,10,19,2007,10,19,2007,1,1,5,5,5,5,5,5,1,1,5,5,5,5,2,2,1,2,10,17,2007,10,14,2007,10,18,2007,10,18,2007
1,8227,3,1,1,5,7,2,4,2008,2,14,2008,1,1,1,1,5,5,1,1,5,5,5,5,5,5,1,1,3,2,2,7,2008,2,9,2008,2,14,2008,2,9,2008
1,8227,4,1,1,5,7,2,15,2008,2,15,2008,1,1,1,1,5,5,1,1,5,5,5,5,5,5,1,1,1,3,1,31,2008,2,9,2008,2,6,2008,2,10,2008
1,1671,2,1,1,3,1,10,14,2007,10,14,2007,1,1,5,5,5,5,1,1,1,1,5,5,5,5,3,3,1,1,10,9,2007,10,7,2007,10,9,2007,10,7,2007
1,5361,3,1,1,4,7,10,20,2007,10,20,2007,1,1,5,5,5,5,1,1,5,5,5,5,5,5,3,1,2,2,10,17,2007,10,13,2007,10,20,2007,10,20,2007
1,5361,4,1,1,4,7,10,20,2007,10,20,2007,1,1,5,5,5,5,1,1,5,5,5,5,5,5,1,1,1,2,10,17,2007,10,13,2007,10,20,2007,10,20,2007
1,3132,3,1,1,2,7,11,1,2007,11,1,2007,1,1,5,5,5,5,1,1,1,1,5,5,5,5,3,3,2,1,10,29,2007,10,27,2007,10,29,2007,10,28,2007
1,2982,3,1,1,6,1,12,1,2007,12,1,2007,5,5,1,1,5,5,1,1,5,5,5,5,5,5,1,1,1,2,11,30,2007,11,25,2007,11,30,2007,11,26,2007
1,2982,4,1,1,6,1,12,1,2007,12,1,2007,5,5,1,1,5,5,1,1,5,5,5,5,5,5,1,1,1,1,11,30,2007,11,25,2007,12,1,2007,12,1,2007
1,1971,3,1,1,4,7,11,29,2007,11,29,2007,1,1,1,1,5,5,5,1,1,1,5,5,5,5,2,3,5,5,11,28,2007,11,24,2007,11,28,2007,11,25,2007
1,907,3,1,1,5,7,1,20,2008,1,20,2008,1,1,1,1,5,5,1,1,5,5,5,5,5,5,1,1,2,2,1,17,2008,1,19,2008,1,17,2008,1,19,2008
1,4137,3,1,1,4,1,99,99,9999,99,99,9999,1,1,5,5,5,5,5,5,1,1,5,5,5,5,2,2,9,3,99,99,9999,3,16,2008,99,99,9999,3,18,2008
1,5424,3,1,1,3,7,1,30,2008,1,30,2008,1,1,1,1,5,5,1,1,1,1,5,5,5,5,3,3,1,5,1,29,2008,1,26,2008,1,30,2008,1,30,2008
1,1714,3,1,1,2,1,11,27,2007,11,28,2007,1,1,1,1,5,5,1,1,5,5,5,5,1,1,6,6,1,5,11,19,2007,11,25,2007,11,28,2007,11,28,2007
1,2900,3,1,1,5,1,11,12,2007,11,12,2007,1,1,5,5,5,5,1,1,1,1,5,5,5,5,2,3,3,1,11,8,2007,11,4,2007,11,8,2007,11,4,2007
1,6378,3,1,1,2,1,12,5,2007,12,5,2007,5,5,1,1,5,5,1,1,5,5,5,5,5,5,1,1,1,2,12,3,2007,12,2,2007,12,3,2007,12,2,2007
1,4383,3,1,1,2,7,11,28,2007,11,28,2007,1,1,5,5,5,5,5,5,1,1,5,5,5,5,2,2,1,2,11,19,2007,11,17,2007,11,20,2007,11,19,2007
1,4256,3,1,1,6,1,11,19,2007,11,19,2007,1,1,1,1,5,5,1,1,1,1,5,5,5,5,3,3,1,1,11,16,2007,11,18,2007,11,17,2007,11,19,2007
1,3354,2,1,1,3,7,10,14,2007,10,14,2007,1,1,1,5,5,5,1,1,5,5,5,5,5,5,1,1,3,2,10,9,2007,10,6,2007,10,9,2007,10,6,2007
1,1735,5,1,1,6,7,11,16,2007,11,16,2007,5,1,5,5,5,5,1,1,5,5,5,5,5,5,1,1,2,3,11,9,2007,11,10,2007,11,9,2007,11,10,2007
1,1735,6,1,1,6,7,11,16,2007,11,16,2007,1,1,5,5,5,5,1,1,5,5,5,5,5,5,1,1,4,2,11,9,2007,11,10,2007,11,9,2007,11,10,2007
1,2223,2,1,1,5,1,11,17,2007,12,14,2007,1,1,5,5,5,5,1,1,5,5,5,5,5,5,1,1,2,2,11,15,2007,11,12,2007,11,15,2007,11,12,2007
1,2223,3,1,1,5,1,11,17,2007,12,14,2007,1,1,5,5,5,5,1,1,5,5,5,5,5,5,1,1,2,2,11,8,2007,11,11,2007,11,8,2007,11,11,2007
1,6665,3,1,1,4,1,1,6,2008,1,6,2008,1,1,5,5,5,5,1,1,5,5,5,5,5,5,1,1,3,3,12,19,2007,12,23,2007,12,19,2007,12,23,2007
1,2206,3,1,1,3,7,11,3,2007,11,3,2007,5,5,1,1,5,5,1,1,5,1,5,5,5,5,1,9,1,9,10,30,2007,99,99,9999,10,31,2007,99,99,9999
1,468,3,1,1,6,1,11,17,2007,11,17,2007,1,1,1,1,5,5,1,1,1,1,5,5,5,5,7,7,3,4,11,9,2007,11,11,2007,11,16,2007,11,16,2007
1,1956,4,1,1,4,7,11,23,2007,11,23,2007,1,1,1,1,5,5,5,5,1,1,5,5,5,5,2,2,2,2,11,17,2007,11,21,2007,11,17,2007,11,21,2007
1,287,3,1,1,2,7,11,26,2007,11,26,2007,1,1,1,1,5,5,1,5,1,1,5,1,5,5,2,7,1,5,11,19,2007,11,24,2007,11,26,2007,11,26,2007
1,793,3,1,1,2,1,12,14,2007,12,14,2007,1,1,1,1,5,5,1,1,1,1,5,5,5,5,3,3,2,3,12,10,2007,12,9,2007,12,11,2007,12,10,2007
1,793,4,1,1,2,1,12,14,2007,12,14,2007,1,1,1,1,5,5,1,1,1,1,5,5,5,5,3,3,5,2,12,10,2007,12,9,2007,12,11,2007,12,10,2007
1,6616,4,1,1,2,7,1,26,2008,1,26,2008,1,1,5,5,1,1,1,1,5,5,5,5,5,5,1,1,1,5,1,14,2008,1,12,2008,1,15,2008,1,13,2008
1,7758,3,1,1,5,7,2,9,2008,2,9,2008,1,1,5,5,5,5,5,5,1,1,5,5,5,5,2,2,3,3,2,7,2008,2,2,2008,2,7,2008,2,2,2008
1,7758,4,1,1,5,7,2,9,2008,2,9,2008,1,1,5,5,5,5,5,5,1,1,5,5,5,5,2,2,3,3,2,7,2008,2,2,2008,2,7,2008,2,2,2008
1,1419,5,1,1,5,1,99,99,9999,99,99,9999,1,1,5,5,5,5,5,5,5,5,5,5,5,5,9,9,9,9,99,99,9999,99,99,9999,99,99,9999,99,99,9999
1,6985,3,1,1,6,1,2,14,2008,2,14,2008,5,5,1,1,5,5,1,1,5,5,5,5,5,5,1,1,5,5,2,1,2008,2,3,2008,2,4,2008,2,7,2008
1,3587,3,1,1,4,1,11,1,2007,11,1,2007,1,1,1,1,5,5,1,1,5,5,5,5,1,1,1,1,1,1,10,24,2007,10,28,2007,10,24,2007,10,28,2007
1,5229,2,1,1,4,1,3,8,2008,3,8,2008,1,1,1,1,5,5,1,1,5,5,5,5,5,5,6,6,4,3,3,5,2008,3,2,2008,3,8,2008,3,8,2008
1,1467,3,1,1,3,1,10,23,2007,10,23,2007,1,1,1,1,5,5,1,1,5,5,5,5,5,5,1,1,1,2,10,16,2007,10,21,2007,10,16,2007,10,22,2007
1,399,3,1,1,2,7,11,30,2007,11,30,2007,5,5,1,1,5,5,1,1,5,1,5,5,5,5,1,3,2,5,11,26,2007,11,24,2007,11,26,2007,11,24,2007
1,933,5,1,1,3,1,3,12,2008,3,12,2008,5,5,1,1,5,5,1,1,5,5,5,5,5,5,1,1,2,2,2,25,2008,3,9,2008,2,25,2008,3,9,2008
1,2590,3,1,1,4,1,2,28,2008,2,27,2008,5,1,5,5,1,1,1,1,5,5,5,5,5,5,7,6,2,2,2,20,2008,2,24,2008,2,27,2008,2,27,2008
1,4295,2,1,1,3,7,1,19,2008,1,19,2008,5,5,1,1,1,1,1,1,1,1,5,5,5,5,6,7,2,2,11,6,2007,11,10,2007,11,10,2007,11,11,2007
1,3017,3,1,1,5,1,10,21,2007,10,21,2007,1,1,1,1,5,5,1,1,5,5,5,5,5,5,1,1,2,5,10,18,2007,10,14,2007,10,21,2007,10,21,2007
1,3017,4,1,1,5,1,10,21,2007,10,25,2007,1,1,1,1,5,5,1,1,1,1,5,5,5,5,3,3,1,9,10,18,2007,10,21,2007,10,18,2007,10,25,2007
1,4945,3,1,1,2,1,12,2,2007,12,2,2007,1,1,1,1,5,5,1,1,5,5,5,5,5,5,9,1,9,1,99,99,9999,11,25,2007,99,99,9999,12,2,2007
1,4945,4,1,1,2,1,12,2,2007,12,2,2007,1,1,1,1,5,5,1,1,5,5,5,5,5,5,1,1,2,1,11,26,2007,11,25,2007,12,2,2007,12,2,2007
1,4126,4,1,1,3,7,1,20,2008,1,20,2008,1,1,5,5,5,5,1,1,5,5,5,5,5,5,1,1,3,3,1,8,2008,1,5,2008,1,8,2008,1,5,2008
1,863,3,1,1,6,1,3,6,2008,3,6,2008,1,1,1,1,5,5,1,1,5,5,5,5,5,5,6,6,3,3,2,29,2008,3,2,2008,3,6,2008,3,6,2008
1,1381,2,1,5,2,0,10,16,2007,0,0,0,1,0,1,0,5,0,1,0,1,0,5,0,5,0,3,0,5,0,10,14,2007,0,0,0,10,15,2007,0,0,0
1,1060,3,1,1,5,7,2,10,2008,2,10,2008,1,1,1,1,5,5,1,1,5,5,5,5,5,5,3,3,2,3,2,7,2008,2,9,2008,2,9,2008,2,10,2008
1,6537,4,1,1,4,1,1,17,2008,1,17,2008,5,1,1,5,5,5,1,1,5,5,5,5,5,5,6,6,1,3,1,16,2008,1,13,2008,1,17,2008,1,17,2008
1,2606,3,1,1,4,7,1,6,2008,1,6,2008,1,1,5,5,5,5,1,1,1,1,5,5,5,5,2,2,3,1,1,2,2008,12,29,2007,1,2,2008,12,29,2007
1,3692,3,1,1,4,7,1,26,2008,1,6,2008,1,1,5,5,5,5,1,1,5,5,5,5,5,5,1,1,1,2,1,9,2008,1,5,2008,1,9,2008,1,5,2008
1,2353,3,1,1,6,7,10,16,2007,10,16,2007,5,5,1,1,5,5,1,1,1,1,5,5,5,5,3,3,2,2,10,12,2007,10,13,2007,10,14,2007,10,14,2007
1,2053,3,1,1,3,1,2,1,2008,2,1,2008,1,1,1,1,5,5,1,1,5,5,5,5,5,5,1,1,3,1,1,29,2008,1,27,2008,1,29,2008,1,27,2008
1,2053,4,1,1,3,1,2,1,2008,2,1,2008,1,1,1,1,5,5,1,1,5,5,5,5,5,5,1,1,1,2,1,29,2008,1,27,2008,1,29,2008,1,28,2008
1,7314,3,1,1,3,1,1,18,2008,1,18,2008,1,1,1,1,5,5,1,1,5,5,5,5,5,5,1,1,2,3,1,15,2008,1,13,2008,1,15,2008,1,13,2008
1,195,3,1,1,6,7,2,3,2008,2,3,2008,1,1,1,1,5,5,1,1,5,5,5,5,5,5,1,1,3,2,2,1,2008,2,2,2008,2,1,2008,2,2,2008
1,3260,3,1,1,6,1,12,28,2007,12,28,2007,1,1,1,1,5,5,1,1,5,5,5,5,5,5,1,1,2,4,12,14,2007,12,16,2007,12,16,2007,12,18,2007
1,3260,4,1,1,6,1,12,28,2007,12,28,2007,1,1,1,1,5,5,1,1,5,5,5,5,5,5,1,1,3,1,12,14,2007,12,16,2007,12,16,2007,12,16,2007
1,1441,3,1,1,2,7,11,10,2007,11,10,2007,1,1,1,1,5,5,1,1,5,1,5,5,5,5,1,3,2,4,11,5,2007,11,3,2007,11,5,2007,11,3,2007
1,3494,3,1,1,5,7,10,28,2007,10,28,2007,1,1,5,5,5,5,1,1,5,5,5,5,1,1,1,1,1,2,10,25,2007,10,27,2007,10,26,2007,10,27,2007
1,3494,4,1,1,5,7,10,28,2007,10,28,2007,1,1,5,5,5,5,1,1,5,5,5,5,5,1,1,1,5,5,10,25,2007,10,27,2007,10,25,2007,10,27,2007
1,1451,2,1,1,6,1,12,23,2007,12,23,2007,1,1,1,1,5,5,1,1,1,5,5,5,5,5,3,1,1,1,12,7,2007,12,9,2007,12,7,2007,12,9,2007
1,5201,3,1,1,3,1,11,25,2007,11,25,2007,5,5,1,1,5,5,1,1,5,5,5,5,5,5,1,1,5,2,11,20,2007,99,99,9999,11,20,2007,99,99,9999
1,5201,4,1,1,3,1,11,25,2007,11,25,2007,5,5,1,1,5,5,1,1,5,5,5,5,5,5,1,1,1,1,11,20,2007,99,99,9999,11,20,2007,99,99,9999
1,1635,3,1,1,4,1,11,14,2007,11,14,2007,1,1,5,5,5,5,1,1,1,1,5,5,5,5,3,3,5,3,11,7,2007,11,11,2007,11,7,2007,11,11,2007
1,1635,4,1,1,4,1,4,5,2008,4,5,2008,1,1,5,5,5,5,1,1,1,1,5,5,5,5,3,3,3,3,11,7,2007,11,11,2007,11,7,2007,11,11,2007
1,5806,3,1,1,2,1,10,16,2007,10,16,2007,1,1,1,1,5,5,1,1,1,1,5,5,5,5,2,2,5,1,10,15,2007,10,14,2007,10,16,2007,10,15,2007
1,5070,3,1,1,6,1,10,14,2007,10,14,2007,1,1,1,1,1,1,1,1,5,5,5,5,5,5,1,1,5,1,10,5,2007,10,7,2007,10,5,2007,10,7,2007
1,5070,4,1,1,6,1,10,14,2007,10,14,2007,1,1,1,1,5,5,1,1,1,1,5,5,5,5,1,1,4,1,10,12,2007,10,8,2007,10,14,2007,10,8,2007
1,5084,3,1,1,3,1,11,5,2007,11,5,2007,5,5,1,1,5,5,1,1,1,1,5,5,5,5,3,3,3,4,10,30,2007,10,28,2007,10,31,2007,10,29,2007
1,5166,3,1,1,6,1,10,18,2007,10,18,2007,1,1,5,5,5,5,1,1,1,1,5,5,5,5,3,3,1,1,10,5,2007,10,14,2007,10,5,2007,10,14,2007
1,5166,4,1,1,6,1,10,18,2007,10,18,2007,1,1,5,5,5,5,1,1,1,1,5,5,5,5,9,9,9,9,99,99,9999,99,99,9999,99,99,9999,99,99,9999
1,2774,3,1,1,2,1,10,20,2007,10,20,2007,5,5,1,1,5,5,1,1,5,5,5,5,5,5,1,1,1,4,10,15,2007,10,14,2007,10,15,2007,10,14,2007
1,4353,3,1,1,2,7,3,2,2008,3,2,2008,1,1,1,1,5,5,1,1,5,5,5,5,5,5,6,6,5,4,2,25,2008,3,1,2008,3,2,2008,3,2,2008
1,4353,4,1,1,2,7,3,2,2008,3,2,2008,1,1,5,1,5,5,1,1,1,5,5,5,5,5,6,6,1,1,2,25,2008,3,1,2008,3,2,2008,3,2,2008
1,464,3,1,1,2,1,3,5,2008,3,5,2008,1,1,1,1,5,5,1,1,5,5,5,5,5,5,7,7,1,3,3,3,2008,3,2,2008,3,5,2008,3,5,2008
1,258,3,1,1,5,7,11,6,2007,11,6,2007,1,1,1,1,5,5,1,1,5,5,5,5,5,5,1,1,3,2,11,1,2007,11,3,2007,11,5,2007,11,5,2007
1,258,4,1,1,5,7,11,7,2007,11,7,2007,1,1,1,1,5,5,1,1,1,1,5,5,5,5,3,3,3,4,11,1,2007,11,3,2007,11,5,2007,11,5,2007
1,3053,3,1,1,5,7,99,99,9999,12,28,2007,1,1,5,1,1,5,1,1,1,5,5,5,5,5,2,9,1,9,1,24,2008,99,99,9999,1,25,2008,99,99,9999
1,5053,4,1,1,3,1,3,1,2008,1,14,2008,1,1,5,1,1,5,1,1,5,1,5,5,1,5,9,9,9,1,99,99,9999,1,13,2008,99,99,9999,1,14,2008
1,5389,3,1,1,5,1,1,27,2008,1,27,2008,1,1,5,5,5,5,1,1,1,1,5,5,1,1,7,7,1,1,1,24,2008,1,20,2008,1,25,2008,1,24,2008
1,113,2,1,1,3,1,1,19,2008,1,8,2008,1,1,5,5,5,5,1,1,5,5,5,5,5,5,1,1,1,1,1,8,2008,1,6,2008,1,8,2008,1,6,2008
1,359,3,1,1,2,1,1,11,2008,1,11,2008,1,1,5,5,5,5,1,1,5,5,5,5,5,5,1,7,2,2,1,8,2008,1,6,2008,1,8,2008,1,6,2008
1,380,3,1,1,4,1,1,19,2008,1,19,2008,1,1,5,5,5,5,1,1,5,5,5,5,5,5,1,1,1,5,1,9,2008,1,6,2008,1,9,2008,1,6,2008
1,380,4,1,1,4,1,1,19,2008,1,19,2008,1,1,5,5,5,5,1,1,5,5,5,5,5,5,1,1,2,2,1,9,2008,1,6,2008,1,9,2008,1,6,2008
1,1488,3,1,1,5,1,2,14,2008,2,14,2008,1,1,5,5,5,5,1,5,5,1,5,5,1,1,1,7,1,2,2,7,2008,2,3,2008,2,8,2008,2,3,2008
1,2139,3,1,1,6,1,10,20,2007,10,20,2007,1,1,5,5,5,5,1,1,1,1,5,5,5,5,9,9,9,9,99,99,9999,99,99,9999,99,99,9999,99,99,9999
1,2139,4,1,1,6,1,10,20,2007,10,20,2007,1,1,5,5,5,5,1,1,1,1,5,5,5,5,9,9,9,9,99,99,9999,99,99,9999,99,99,9999,99,99,9999
1,6424,3,1,1,3,7,1,24,2008,1,24,2008,1,1,1,1,5,5,1,1,5,5,5,5,5,5,1,1,2,4,1,2,2008,1,5,2008,1,3,2008,1,6,2008
1,3303,4,1,1,4,1,3,17,2008,3,17,2008,1,1,5,5,1,1,1,1,1,1,5,5,5,5,3,3,1,4,2,13,2008,2,17,2008,2,13,2008,2,17,2008
1,3317,4,1,1,2,7,10,9,2007,10,9,2007,1,1,5,5,5,5,1,1,5,5,5,5,5,5,1,1,1,2,10,8,2007,10,6,2007,10,8,2007,10,7,2007
1,3317,5,1,1,2,7,10,9,2007,10,9,2007,1,1,5,5,5,5,1,1,5,5,5,5,5,5,1,1,1,2,10,8,2007,10,6,2007,10,9,2007,10,7,2007
1,2426,3,1,1,5,7,11,26,2007,11,26,2007,1,1,1,1,5,5,1,1,1,1,5,5,1,1,3,3,1,1,10,18,2007,10,13,2007,10,19,2007,10,14,2007
1,5360,3,1,1,2,7,10,14,2007,10,14,2007,1,1,5,5,5,5,1,1,5,1,5,5,5,5,1,3,1,4,10,8,2007,10,6,2007,10,8,2007,10,6,2007
1,5360,4,1,1,2,7,10,14,2007,10,14,2007,1,1,5,5,5,5,1,1,5,5,5,5,5,5,1,1,1,3,10,8,2007,10,6,2007,10,8,2007,10,6,2007
1,244,3,1,1,6,1,12,8,2007,12,8,2007,1,1,5,5,5,5,1,1,5,5,5,5,5,5,1,1,5,2,12,7,2007,12,2,2007,12,8,2007,12,5,2007
1,5707,3,1,1,2,1,3,7,2008,3,7,2008,1,1,1,1,5,5,1,1,5,5,5,5,5,5,7,7,1,3,3,3,2008,3,1,2008,3,7,2008,3,7,2008
1,7005,2,1,1,6,1,10,15,2007,10,15,2007,1,1,1,1,5,5,1,1,5,5,5,5,5,5,9,9,9,9,99,99,9999,99,99,9999,99,99,9999,99,99,9999
1,4152,3,1,1,5,7,10,22,2007,10,22,2007,5,1,1,1,5,5,1,1,1,1,5,5,5,5,2,2,2,3,10,18,2007,10,20,2007,10,20,2007,10,20,2007
1,1644,3,1,1,2,1,11,14,2007,11,14,2007,1,1,1,1,5,5,1,1,1,1,5,5,5,5,3,3,2,5,11,12,2007,11,11,2007,11,12,2007,11,11,2007
1,2670,2,1,1,4,7,2,3,2008,2,3,2008,1,1,1,1,5,5,1,1,5,5,5,5,5,5,1,1,1,1,1,9,2008,2,2,2008,1,9,2008,2,3,2008
1,2670,3,1,1,4,7,2,3,2008,2,3,2008,1,1,1,1,5,5,1,1,1,1,5,5,5,5,3,3,9,5,1,9,2008,1,19,2008,1,9,2008,1,21,2008
1,397,3,1,5,6,0,10,6,2007,0,0,0,1,0,1,0,5,0,1,0,5,0,5,0,5,0,7,0,1,0,10,5,2007,0,0,0,10,6,2007,0,0,0
1,1103,3,1,1,5,7,2,3,2008,2,3,2008,1,1,5,5,5,5,1,1,5,5,5,5,1,1,1,1,1,5,1,31,2008,2,2,2008,1,31,2008,2,2,2008
1,4943,3,1,1,5,1,11,19,2007,11,19,2007,5,5,1,1,5,5,5,5,1,1,5,5,5,5,2,7,3,3,11,15,2007,11,18,2007,11,15,2007,11,18,2007
1,4529,3,1,1,6,7,2,2,2008,2,23,2008,1,1,5,5,5,5,5,5,1,1,5,5,5,5,2,2,1,1,2,15,2008,2,16,2008,2,15,2008,2,16,2008
1,3244,3,1,1,3,1,2,3,2008,2,3,2008,1,1,5,5,5,5,1,1,5,5,5,5,1,1,1,1,1,1,1,29,2008,1,27,2008,1,29,2008,1,27,2008
1,3159,2,1,1,6,1,12,2,2007,12,2,2007,1,1,5,5,5,5,5,1,1,1,5,5,5,5,2,3,5,2,11,23,2007,11,25,2007,11,23,2007,11,25,2007
1,6643,3,1,1,3,1,99,99,9999,99,99,9999,5,1,5,1,5,5,5,1,5,5,5,5,5,5,3,5,3,4,3,11,2008,2,10,2008,3,11,2008,2,14,2008
1,683,3,1,1,5,1,12,3,2007,12,3,2007,1,1,5,5,5,5,1,1,5,5,5,5,5,5,1,1,1,5,12,29,2007,12,2,2007,12,29,2007,12,3,2007
