ASMREL07,ASMID07,ASMSN07,Q34MONTH,Q34DAY,Q34YEAR,Q34FORM,Q34LANG,Q34A1,Q34A2,Q34A3A,Q34A3B,Q34A3C,Q34A4A,Q34A4B,Q34A4C,Q34BMI,Q34B2,Q34B3,Q34LW1,Q34LW2,Q34LW3,Q34LW4,Q34LW5,Q34LW6,Q34LW7,Q34LW8,Q34LW9,Q34LW10,Q34LW11,Q34LW12,Q34LW13,Q34LW14,Q34LW15,Q34LW16,Q34LW17,Q34LW18,Q34LW19,Q34LW20,Q34LW21,Q34LW22,Q34LW23,Q34LW24,Q34LW25,Q34LW26,Q34LW27,Q34LW28,Q34LW29,Q34LW30,Q34LW31,Q34LW32,Q34LW33,Q34LW34,Q34LW35,Q34LW36,Q34LW37,Q34LW38,Q34LW39,Q34LW40,Q34LW41,Q34LW42,Q34LW43,Q34LW44,Q34LW45,Q34LW46,Q34LW47,Q34LW48,Q34LW49,Q34LW50,Q34LW51,Q34LW52,Q34LW53,Q34LW54,Q34LW55,Q34LW56,Q34LW57,Q34LW58,Q34LWRAW,Q34LWSS,Q34LWPR,Q34LWW,Q34PC1,Q34PC2,Q34PC3,Q34PC4,Q34PC5,Q34PC6,Q34PC7,Q34PC8,Q34PC9,Q34PC10,Q34PC11,Q34PC12,Q34PC13,Q34PC14,Q34PC15,Q34PC16,Q34PC17,Q34PC18,Q34PC19,Q34PC20,Q34PC21,Q34PC22,Q34PC23,Q34PC24,Q34PC25,Q34PC26,Q34PC27,Q34PC28,Q34PC29,Q34PC30,Q34PC31,Q34PC32,Q34PC33,Q34PC34,Q34PC35,Q34PC36,Q34PC37,Q34PC38,Q34PC39,Q34PC40,Q34PC41,Q34PC42,Q34PC43,Q34PCRAW,Q34PCSS,Q34PCPR,Q34PCW,Q34BRSS,Q34BRPR,Q34BRW,Q34AP1,Q34AP2,Q34AP3,Q34AP4,Q34AP5,Q34AP6,Q34AP7,Q34AP8,Q34AP9,Q34AP10,Q34AP11,Q34AP12,Q34AP13,Q34AP14,Q34AP15,Q34AP16,Q34AP17,Q34AP18,Q34AP19,Q34AP20,Q34AP21,Q34AP22,Q34AP23,Q34AP24,Q34AP25,Q34AP26,Q34AP27,Q34AP28,Q34AP29,Q34AP30,Q34AP31,Q34AP32,Q34AP33,Q34AP34,Q34AP35,Q34AP36,Q34AP37,Q34AP38,Q34AP39,Q34AP40,Q34AP41,Q34AP42,Q34AP43,Q34AP44,Q34AP45,Q34AP46,Q34AP47,Q34AP48,Q34AP49,Q34AP50,Q34AP51,Q34AP52,Q34AP53,Q34AP54,Q34AP55,Q34AP56,Q34AP57,Q34AP58,Q34AP59,Q34AP60,Q34APRAW,Q34APSS,Q34APPR,Q34APW,Q34C1A,Q34C1B,Q34C2A,Q34C2B,Q34C3A,Q34C3B,Q34C4A,Q34C4B,Q34C5A,Q34C5B,Q34C6A,Q34C6B,Q34C7A,Q34C7B,Q34C8A,Q34C8B,Q34DSFO,Q34C9A,Q34C9B,Q34C10A,Q34C10B,Q34C11A,Q34C11B,Q34C12A,Q34C12B,Q34C13A,Q34C13B,Q34C14A,Q34C14B,Q34C15A,Q34C15B,Q34DSBA,Q34DSTO,Q34D1,Q34D1A,Q34D2,Q34D2A,Q34D2B,Q34D2C,Q34D2D,Q34D2E,Q34D2F,Q34D2G,Q34D2H,Q34D2I,Q34D3,Q34D3A,Q34D3B,Q34D3C,Q34D3D,Q34D3E,Q34D3F,Q34D3G,Q34D3H,Q34D3I,Q34IWAGE,WTIND07,BMIZ07,HGTZ07,WGTZ07
2,4209,4,1,20,2008,1,1,67,162.5,0,0,0,0,0,0,25.5,2,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,1,5,5,1,8,5,1,1,5,5,5,9,48,98,45,524,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,8,1,1,1,1,1,1,1,1,5,1,1,8,8,8,5,5,5,0,0,0,0,0,0,0,0,26,91,28,506,95,36,515,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,5,1,5,1,5,5,1,5,5,1,5,5,5,5,5,8,5,0,0,0,0,0,0,0,0,0,37,94,34,514,1,1,1,1,1,1,1,1,5,1,5,5,0,0,0,0,9,1,1,1,1,1,1,8,1,1,1,5,8,0,0,99,99,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,178,3,1.89,.11,1.53
2,4215,3,1,12,2008,1,1,63,192.5,0,0,0,0,0,0,34.099998,2,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,8,9,54,118,89,551,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,5,1,1,1,8,5,8,5,5,5,8,0,0,0,0,0,29,93,31,515,104,62,533,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,5,1,5,1,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,41,96,39,525,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,14,1,1,1,1,1,1,5,5,0,0,0,0,0,0,6,20,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,211,4,3.25,-.47,2.79
2,4215,5,1,12,2008,1,1,61.5,128,0,0,0,0,0,0,23.799999,2,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,5,1,5,5,5,9,52,126,96,539,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,5,1,8,5,8,8,8,5,8,8,0,0,31,117,87,521,125,95,530,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,8,8,5,5,8,5,5,8,0,0,0,0,0,46,129,97,538,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,15,1,1,1,1,1,1,1,1,5,1,5,5,0,0,9,24,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,150,3,1.71,.2,1.39
2,4217,2,11,4,2007,1,1,62.5,131,0,0,0,0,0,0,23.6,2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,1,5,5,1,1,5,5,5,5,5,5,5,9,46,107,69,517,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,5,1,5,5,5,1,5,5,5,5,5,5,0,0,30,115,85,518,113,81,518,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,5,5,1,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,38,110,74,517,1,1,1,1,1,1,1,1,1,1,1,5,5,5,0,0,11,1,1,1,1,1,1,5,5,0,0,0,0,0,0,6,17,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,143,3,1.8099999,1.04,1.78
2,4241,3,10,22,2007,1,1,61,121,0,0,0,0,0,0,22.9,2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,1,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,9,40,94,33,497,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,5,1,5,5,5,5,5,5,5,5,0,0,31,120,91,521,103,57,509,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,91,28,496,1,1,1,1,1,1,1,1,8,5,0,0,0,0,0,0,99,1,1,1,1,1,5,5,5,0,0,0,0,0,0,5,99,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,139,3,1.7,.85000002,1.5599999
2,4242,3,1,12,2008,1,1,64,144,0,0,0,0,0,0,24.700001,1,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,1,5,8,5,5,5,9,50,97,42,531,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,5,8,8,5,5,5,0,0,0,0,0,0,0,0,28,90,25,512,94,35,522,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,5,1,1,5,5,8,8,8,5,5,0,0,0,0,0,0,0,0,0,42,98,43,528,1,1,1,1,1,1,1,1,5,5,0,0,0,0,0,0,8,1,1,1,1,1,1,5,5,0,0,0,0,0,0,6,14,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,214,2,1.03,-.079999998,.94999999
2,4242,4,1,12,2008,1,1,68.5,149.5,0,0,0,0,0,0,22.4,2,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,5,5,5,5,1,5,5,5,5,9,48,95,36,524,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,5,1,1,1,5,5,5,5,1,8,5,1,1,1,5,8,5,5,5,5,5,28,93,31,512,93,33,518,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,1,1,8,1,8,1,5,5,8,5,8,5,8,5,5,0,0,0,0,0,42,99,48,528,1,1,1,1,1,1,1,1,5,5,0,0,0,0,0,0,8,1,1,1,1,1,1,5,5,0,0,0,0,0,0,6,14,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,198,2,.51999998,-.090000004,.43000001
2,4246,4,12,1,2007,1,1,65,149.5,0,0,0,0,0,0,24.9,2,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,8,1,8,1,5,1,5,5,5,5,5,5,1,8,9,45,91,27,514,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,1,1,1,5,1,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,22,80,10,494,85,16,504,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,5,1,5,5,5,5,5,1,5,5,5,1,5,5,5,5,5,5,5,0,0,0,0,0,38,94,35,517,1,1,1,1,1,1,1,1,5,5,0,0,0,0,0,0,8,1,1,1,1,5,5,0,0,0,0,0,0,0,0,4,12,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,186,3,1.4,.43000001,1.41
2,4256,3,11,19,2007,1,1,66,137.5,0,0,0,0,0,0,22.200001,2,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,5,1,5,5,5,5,5,9,50,102,56,531,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,5,1,5,1,5,5,1,5,5,5,5,34,119,89,530,109,72,530,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,5,5,1,5,5,5,5,5,5,5,0,0,0,0,0,45,111,77,536,1,1,1,1,1,1,1,5,5,1,5,5,0,0,0,0,8,1,1,1,1,1,1,1,1,5,1,5,5,0,0,9,17,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,183,2,.75999999,-.47,.43000001
2,4257,2,11,6,2007,1,1,64.5,150,0,0,0,0,0,0,25.299999,2,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,1,5,5,5,5,5,5,0,0,0,0,9,43,85,16,507,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,1,1,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,70,2,485,77,6,496,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,5,1,5,1,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,71,3,483,1,1,1,1,1,1,5,1,5,5,0,0,0,0,0,0,7,1,1,5,1,5,5,0,0,0,0,0,0,0,0,3,10,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,196,3,1.38,.17,1.35
2,4263,2,2,3,2008,1,1,61.400002,95,0,0,0,0,0,0,17.700001,2,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,9,40,89,23,497,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,5,8,5,8,5,1,8,5,5,5,5,1,5,5,5,5,5,27,99,48,509,93,31,503,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,1,1,1,1,5,1,5,1,1,5,5,5,5,5,1,5,5,5,1,8,5,5,5,5,5,5,0,0,0,0,0,36,97,42,511,1,1,1,1,1,1,5,5,0,0,0,0,0,0,0,0,6,1,1,1,1,1,5,5,5,0,0,0,0,0,0,5,11,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,155,2,-.36000001,-.15000001,-.28999999
2,4274,4,11,18,2007,1,1,64,139,0,0,0,0,0,0,23.9,1,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,8,9,49,96,39,527,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,5,5,1,1,5,1,1,1,1,1,5,1,1,1,8,5,5,5,1,5,5,5,8,5,8,5,27,89,24,509,93,31,518,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,5,8,8,5,5,5,8,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,37,90,25,514,1,1,1,1,1,1,1,1,1,1,1,1,8,5,0,0,99,1,1,1,1,1,1,1,5,1,1,5,5,0,0,9,99,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,203,2,.92000002,-.050000001,.82999998
2,4279,2,10,9,2007,1,1,66.800003,192.5,0,0,0,0,0,0,30.299999,2,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,1,1,1,1,5,1,5,5,5,5,5,9,49,99,47,527,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,5,5,5,1,5,8,5,5,5,34,119,89,530,106,65,528,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,5,1,1,1,5,8,1,8,8,1,5,8,8,5,8,8,8,5,0,0,0,0,0,41,100,50,525,1,1,1,1,1,1,1,5,1,1,1,5,5,5,0,0,10,1,1,1,1,1,1,5,1,5,5,0,0,0,0,7,17,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,184,4,3.05,-.25,2.28
2,4295,2,11,11,2007,1,1,64,145,0,0,0,0,0,0,24.9,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,1,5,5,5,1,5,5,5,5,9,44,108,70,510,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,5,1,1,5,1,5,1,1,5,5,5,1,5,5,5,5,8,5,0,0,28,113,81,512,111,77,511,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,5,1,1,1,5,5,5,1,1,1,5,5,5,5,5,8,5,0,0,0,0,0,0,0,0,0,39,123,94,520,1,1,1,1,1,1,1,5,1,1,5,5,0,0,0,0,9,1,1,1,1,5,1,5,5,0,0,0,0,0,0,5,14,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,128,4,3.0599999,2.78,3.4300001
2,4296,3,10,21,2007,1,1,67,135,0,0,0,0,0,0,21.1,2,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,5,5,5,5,5,5,1,5,5,1,1,1,5,5,5,9,45,89,23,514,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,1,5,1,5,5,1,5,5,1,5,5,5,5,1,5,5,5,5,5,5,5,0,0,22,77,6,494,82,12,504,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,5,5,1,1,5,1,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,83,12,502,1,1,1,1,1,1,1,1,1,5,1,5,5,5,0,0,10,1,1,1,1,1,5,1,1,5,5,0,0,0,0,7,17,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,200,2,.029999999,-.64999998,-.23
2,4296,4,10,21,2007,1,1,63,137,0,0,0,0,0,0,24.299999,2,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,9,51,108,70,535,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,1,5,1,1,1,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,21,79,8,491,93,31,513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,5,1,5,5,5,1,5,5,5,5,5,5,1,1,5,5,5,5,5,5,0,0,41,101,53,525,1,1,1,1,1,1,5,5,0,0,0,0,0,0,0,0,6,1,1,1,1,5,5,0,0,0,0,0,0,0,0,4,10,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,181,3,1.3,-.30000001,.97000003
2,4305,3,2,10,2008,1,1,66.699997,137,0,0,0,0,0,0,21.700001,2,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,9,50,96,41,531,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,5,1,5,8,8,5,8,5,0,0,33,101,54,526,98,44,528,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,5,1,1,1,1,5,5,5,1,8,1,5,5,8,5,5,8,5,0,0,0,0,0,0,0,0,0,38,90,26,517,1,1,1,1,1,1,1,1,1,1,1,5,5,5,0,0,11,1,1,1,1,5,1,1,1,5,5,0,0,0,0,7,18,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,218,2,.12,.94999999,.60000002
2,4312,2,10,9,2007,1,1,59,87.5,0,0,0,0,0,0,17.700001,2,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,5,8,5,1,5,5,1,5,1,5,5,5,5,5,9,44,97,42,510,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,8,5,5,1,8,8,8,5,5,5,1,5,5,8,8,5,8,0,0,0,0,0,0,0,0,0,0,0,16,74,4,475,86,17,492,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,5,1,1,1,1,5,1,5,5,5,1,5,1,5,1,5,5,8,5,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,83,13,490,1,1,1,1,1,1,1,5,1,5,5,5,0,0,0,0,8,1,1,1,5,5,5,0,0,0,0,0,0,0,0,3,11,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,153,2,-.25,-.60000002,-.57999998
2,4316,2,2,18,2008,1,1,68.199997,143.5,0,0,0,0,0,0,21.700001,2,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,5,1,1,1,1,8,8,8,8,5,8,8,5,5,8,8,0,0,0,0,9,40,76,6,497,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,8,1,1,1,5,1,1,5,8,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,23,76,6,497,74,4,497,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,68,2,483,1,1,1,1,1,1,5,1,5,5,0,0,0,0,0,0,7,1,1,5,1,5,5,0,0,0,0,0,0,0,0,3,10,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,226,2,-.23999999,-.47,-.36000001
2,4319,3,12,5,2007,1,1,59,133,0,0,0,0,0,0,26.9,2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,8,1,8,8,5,1,1,1,5,5,5,5,8,8,8,9,45,108,70,514,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,8,8,5,1,5,8,5,1,8,8,5,1,8,5,8,8,29,113,81,515,110,75,514,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,5,1,1,1,1,8,5,1,1,1,5,8,8,5,8,5,5,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,34,100,50,506,1,1,1,1,1,1,5,5,0,0,0,0,0,0,0,0,6,1,1,1,1,5,5,0,0,0,0,0,0,0,0,4,10,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,136,4,2.8800001,.43000001,2.1700001
2,4327,2,12,1,2007,1,1,67,154.5,0,0,0,0,0,0,24.200001,2,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,1,1,1,1,5,5,5,5,5,5,5,9,47,93,32,520,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,5,1,1,1,5,5,5,1,5,5,5,5,1,5,5,1,5,31,102,54,521,96,38,520,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,5,5,1,5,5,5,5,5,1,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,36,89,23,511,1,1,1,1,1,1,5,1,5,5,0,0,0,0,0,0,7,1,1,1,5,1,1,5,5,0,0,0,0,0,0,5,12,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,194,2,1.1799999,-.51999998,.74000001
2,4329,3,2,7,2008,1,1,59.5,84,0,0,0,0,0,0,16.700001,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,5,1,1,5,5,8,9,52,118,89,539,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,1,5,1,1,1,1,5,5,5,1,5,1,5,5,5,5,5,5,29,100,50,515,112,78,527,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,5,1,1,1,1,1,1,5,5,1,5,5,1,5,5,8,5,5,5,8,0,0,45,117,87,536,1,1,1,1,1,1,1,5,1,8,5,5,0,0,0,0,99,1,1,1,1,1,1,5,5,0,0,0,0,0,0,6,99,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,169,2,-1.04,-1.77,-1.6
2,4333,3,10,21,2007,1,1,67.800003,150.5,0,0,0,0,0,0,23,1,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,5,9,55,128,97,559,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,1,1,1,5,1,1,1,1,1,5,5,9,1,1,9,5,1,5,34,108,70,530,121,92,544,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,9,5,5,5,5,5,9,5,0,0,48,111,78,544,1,1,1,1,1,1,1,1,1,1,5,5,0,0,0,0,10,1,1,1,1,1,1,1,5,5,9,0,0,0,0,99,99,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,212,2,.44999999,-.52999997,.16
