CHLDID07,CHLDSN07,DEMREL07,RELPCG07,RELOCG07,SIBIND07,CH07PRWT,CH07WT,PCGRES07,OCGRES07,ASMRES07,CHRES07,TDRES07,CCDRES07,IWER07,SBLNUM07,BIOPR07,BIOGPR07,PCGID07,PCGSN07,PHHREL07,Q32J1,Q32J2,Q32J3,Q32J4A,Q32J4B,Q32J4C,Q32J4D,Q32J5,Q32J6A_P,Q32J6B_P,Q32J6C_P,Q32J6D_P,Q32J6E_P,Q32J6G_P,Q32J6H_P,Q32J6I_P,Q32J6J_P,Q32J6A_S,Q32J6B_S,Q32J6C_S,Q32J6D_S,Q32J6E_S,Q32J6G_S,Q32J6H_S,Q32J6I_S,Q32J6J_S,Q32J6B_C,Q32J6D_C,Q32J6E_C,Q32J6G_C,Q32J6H_C,Q32J6I_C,Q32J6B_D,Q32J6D_D,Q32J6E_D,Q32J6G_D,Q32J6H_D,Q32J6I_D,Q32J7,Q32J8,Q32J9A,Q32J9B,Q32J9C,Q32J9D,Q32J9E,Q32J9F,Q32J9G,Q32J9H,Q32J9I,Q32J9J,Q32J10A,Q32J10B,Q32J10C,Q32J10D,Q32J11A,Q32J11B,Q32J11C,Q32J11D,Q32J11E,Q32J11F,Q32J11G,Q32J11H,Q32J11I,Q32J11J,Q32J11K,Q32J11L,Q32J11N,Q32J12A,Q32J12B,Q32J12C,Q32J12D,Q32J13,Q32J14,Q32J14A,Q32J15A,Q32J15B,Q32J15C,Q32J15D,Q32J16A,Q32J16B,Q32J16D,Q32J17A,Q32J17B,Q32J17C,Q32J17D,Q32J17E,Q32J17F,Q32J17G,Q32J17H,Q32J17I,Q32J17J,Q32J17K,Q32J17L,Q32J17M,Q32J17N,Q32J17O,Q32J17P,Q32J17Q,Q32J17R,Q32J17S,Q32J18A,Q32J18B,Q32J18C,Q32J18D,Q32J18E,Q32J18F,Q32J18G,Q32J18G1,Q32J18H,Q32J20A,Q32J20B,Q32J20C,Q32J20D,Q32J20E,Q32J21A,Q32J21B,Q32J21C,Q32J22A,Q32J22B,Q32J22C,Q32J22D,Q32J22E,Q32J23A,Q32J23B1,Q32J23B2,Q32J23B3,Q32J23C,Q32J23D1,Q32J23D2,Q32J23D3,Q32J23E,Q32J23F1,Q32J23F2,Q32J23F3,Q32J24,Q32J25A,Q32J25B,Q32J25C,Q32J25D,Q32J25E,Q32J25F,Q32J25G,Q32J25H,Q32J25I,Q32J25J,Q32J25K,Q32J25L,Q32J25M,Q32J25N,Q32J25O,Q32J26A,Q32J26B,Q32J26C,Q32J50,Q32J51A,Q32J51B,Q32J51C,Q32J51D,Q32J51E,Q32J51F,Q32J51G,Q32J51H,Q32J51I,Q32J51J,Q32J51K,Q32J51L,Q32J52MO,Q32J52YR,Q32J53,Q32J54A,Q32J54B,Q32J54C,Q32J54D,Q32J54E,Q32J54F,Q32J54G,Q32J54H,Q32J54I,Q32J54J,Q32J54K,Q32J54L,Q32J55MO,Q32J55YR,Q32JA33,Q32JA34,Q32J27,Q32J27A,Q32J28,Q32J28A,Q32J28A1,Q32J28A2,Q32J28A3,Q32J28B,Q32J29A1,Q32J29A2,Q32J29A3,Q32J29,Q32J30,Q32J31,Q32J32,Q32J32A,Q32J32B,Q32J32C,Q32J32D,Q32J33,Q32J34,Q32J35,Q32J36A,Q32J36B,Q32J36C,Q32J36D,Q32J37A,Q32J37B,Q32J37C,Q32J37D,Q32J37E,Q32J37F,Q32J38,Q32J39,Q32J40,Q32J41,Q32J41A,Q32J41B,Q32J42,Q32J43,Q32J44,Q32J45,Q32J46,Q32J47,Q32J48,Q32J49A,Q32J49B,Q32J49C,Q32J49D,Q32J49E,Q32J49F,Q32K27,Q32K28,Q32K29,Q32K30,Q32K31,Q32K32,Q32K33,Q32K34,Q32K35,Q32K36,Q32K37,Q32K38,Q32K39,Q32K40,Q32CDSHID,Q32CDSHPIN,GENID07,GENSN07,ER30001,ER30002
3888,3,2,1,4,5,21.683001,22.114,1,5,1,1,1,1,3030,2,1,0,3888,2,2,4,3,1,1,3,2,3,2,1,4,1,1,7,6,1,1,1,1,4,1,1,1,6,1,1,1,4,1,7,5,1,1,0,0,0,0,0,0,3,3,3,3,2,3,2,3,3,3,2,2,2,2,2,3,1,1,1,1,1,2,2,3,3,1,3,1,3,2,1,3,4,0,5,0,5,2,1,1,5,5,5,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,2,1,2,1,2,2,3,1,1,1,1,1,4,4,4,2,2,4,2,2,5,0,0,0,5,0,0,0,5,0,0,0,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,1,5,5,5,5,1,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,10,3,1,1,1,5,0,0,0,0,3,5,0,0,0,0,0,0,0,0,5,1,1,1,1,2,2,1,1,1,1,2,5,1,5,0.0,0,5,0,0,0,0,0,0,7,6,1,5,1,3,1,1,1,5,1,1,1,1,1,1,1,2,1,1,590,1,3888,3,3378,4
8246,4,2,1,4,5,25.865,0.0,1,5,5,5,5,5,3031,1,1,0,8246,2,2,4,3,2,4,4,3,4,2,4,7,2,1,7,6,1,1,2,1,4,1,1,1,4,1,1,4,6,1,7,4,1,1,0,0,0,0,0,0,3,2,3,3,1,3,2,4,3,2,2,2,2,2,2,2,1,1,1,1,1,1,4,1,1,1,1,1,1,1,3,4,5,2,5,0,1,1,1,1,1,1,5,3,2,2,2,3,3,2,3,3,3,2,3,3,3,3,2,3,2,2,1,1,1,1,1,1,0,0,0,4,4,2,1,4,5,5,2,2,2,4,4,2,1,5,1,5,5,0,0,0,5,0,0,0,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,400,600,600,1,5,1,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400.0,200,1,1,2,1,5,5,5,0,0,0,0,1,0,2,2,5,0,0,0,6,0,5,1,2,2,2,3,3,1,1,2,3,3,5,3,5,0.0,0,1,1,48,6,1,0,25,1,7,5,6,6,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1242,1,8246,4,3386,4
3967,3,2,1,4,5,27.565001,29.268,1,1,1,1,1,1,3009,1,1,0,3967,2,2,1,1,1,4,4,4,4,1,2,6,1,6,7,6,6,1,1,2,6,1,1,7,1,1,1,1,7,1,7,6,7,1,0,0,0,0,0,0,3,3,4,4,1,4,1,4,4,1,1,1,1,1,1,1,3,3,3,1,1,1,3,3,3,1,1,1,3,3,5,1,4,2,5,0,5,1,1,4,1,5,1,4,1,1,1,4,4,1,4,2,2,1,4,4,4,4,4,4,1,4,1,1,1,1,1,1,0,0,0,3,3,2,1,1,4,5,5,1,1,5,1,1,5,0,0,0,5,0,0,0,5,0,0,0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,1,5,5,5,1,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1647.0,600,1,3,2,5,0,0,0,0,0,0,0,2,2,1,1,5,0,0,0,6,0,1,4,4,4,4,5,5,3,5,5,1,4,5,5,5,0.0,0,1,1,20,5,2,5,35,7,7,5,7,5,7,1,1,1,5,1,1,1,5,5,1,1,1,1,1,607,1,3967,3,3387,3
4560,2,2,1,0,5,40.776001,44.5,1,0,1,1,1,1,3044,0,2,0,4560,1,2,2,3,2,3,3,3,3,1,1,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,5,7,7,6,1,1,0,0,0,0,0,0,3,3,3,3,2,3,2,3,3,3,2,2,2,3,3,3,3,3,4,1,2,1,4,1,1,1,1,1,1,1,3,4,2,1,5,0,3,5,1,1,1,1,5,3,4,4,3,3,3,1,3,3,2,2,4,3,3,3,3,3,3,3,1,1,5,1,1,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,100,9600,0,1,1,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,40,1,1,2,5,0,0,0,0,0,0,0,2,0,1,1,1,1,0,0,6,0,1,1,1,2,2,3,2,1,1,3,1,1,4,2,5,0.0,0,1,2,40,6,1,0,25,0,0,2,7,4,4,1,2,2,5,1,1,2,2,1,1,1,2,1,1,716,1,4560,2,3390,3
6581,3,2,1,4,5,53.794998,54.032001,1,1,1,1,1,1,3036,1,1,0,6581,2,2,4,2,2,3,3,3,4,2,2,6,1,1,7,3,1,1,1,1,6,1,1,1,3,1,1,1,6,6,5,7,1,1,0,0,0,0,0,0,3,3,3,3,1,3,4,4,4,4,1,1,3,1,2,2,3,2,3,3,3,3,2,3,3,3,3,3,3,1,3,5,4,4,5,0,5,1,1,4,1,1,1,1,4,3,4,2,2,4,3,4,2,2,3,4,4,4,2,4,2,3,4,3,5,5,5,5,1,2,1,3,3,3,2,1,4,4,5,2,2,2,2,2,5,0,0,0,5,0,0,0,5,0,0,0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,2400,0,1,5,5,5,5,5,1,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240.0,0,1,2,2,5,0,0,0,0,0,0,0,0,1,1,0,5,0,0,0,6,0,1,4,3,3,3,2,1,2,1,3,3,4,5,2,1,16.0,20,1,2,40,5,1,0,40,7,7,7,7,5,5,1,1,1,4,1,5,1,1,1,1,2,3,2,5,1029,1,6581,3,3397,3
6459,3,2,1,5,5,51.442001,51.237,1,1,1,1,1,1,3036,0,2,0,6459,2,2,4,4,1,1,4,2,3,1,97,6,4,1,7,1,1,1,1,97,6,4,5,7,1,1,1,1,6,6,6,4,1,1,0,0,0,0,0,0,3,3,4,4,2,4,2,4,4,2,2,2,2,2,2,2,3,3,3,3,1,2,2,3,3,3,3,1,3,3,4,5,1,0,5,0,2,1,1,1,1,1,1,4,2,2,2,4,4,2,3,2,3,2,4,4,4,4,2,4,4,4,2,1,2,2,1,1,0,0,0,3,2,1,1,1,4,4,4,2,2,4,2,2,5,0,0,0,5,0,0,0,5,0,0,0,3,5,1,1,5,5,5,1,5,5,5,5,5,5,5,5,4800,0,1200,1,5,5,5,5,5,1,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180.0,9998,1,3,3,5,0,0,0,0,0,0,0,2,1,1,0,5,0,0,0,2,0,1,4,3,3,1,4,5,1,1,1,1,0,5,3,1,15.0,5,1,1,40,5,1,0,60,7,7,1,7,7,7,1,1,3,3,1,5,3,1,4,1,2,2,1,1,1004,1,6459,3,3397,7
1405,3,2,1,4,1,24.16,23.304001,1,5,1,1,1,1,3011,2,1,0,1405,2,2,4,2,1,1,3,3,3,1,1,5,1,1,1,2,1,1,1,1,5,2,5,5,2,1,1,1,5,1,1,4,1,1,5,7,7,2,1,1,3,3,3,3,2,3,2,3,3,2,1,1,2,2,2,1,3,1,2,1,1,2,2,3,3,3,1,1,3,1,4,5,3,8,5,0,5,4,2,2,5,5,5,3,2,3,2,3,4,3,3,4,2,3,4,3,4,4,2,4,1,3,2,1,2,1,1,1,0,0,0,2,3,1,2,1,5,4,4,2,2,4,2,2,5,0,0,0,5,0,0,0,5,0,0,0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,500,1000,0,5,0,0,0,0,0,0,0,0,0,0,0,0,13,0,5,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0.0,0,1,6,3,5,0,0,0,1,5,1,1,2,1,1,1,1,1,5,0,6,5,1,4,3,4,4,4,3,2,2,1,3,2,5,1,5,0.0,0,5,0,0,0,0,0,0,7,7,6,6,4,5,1,2,1,5,1,1,1,1,1,1,1,2,1,1,202,1,1405,3,3404,3
1405,4,2,1,4,1,22.709999,21.754999,1,5,1,1,1,1,3011,2,1,0,1405,2,2,4,2,1,1,3,3,3,1,1,5,1,1,1,2,1,1,1,1,5,2,5,5,2,1,1,1,5,1,1,4,1,1,5,7,7,2,1,1,3,3,3,3,2,3,2,3,3,2,1,1,2,2,2,1,3,1,2,1,1,2,2,3,3,3,1,1,3,1,4,5,3,8,5,0,5,4,2,2,5,5,5,3,2,3,2,3,4,3,3,4,2,3,4,3,4,4,2,4,1,3,2,1,2,1,1,1,0,0,0,2,3,1,2,1,5,4,4,2,2,4,2,2,5,0,0,0,5,0,0,0,5,0,0,0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,500,1000,0,5,0,0,0,0,0,0,0,0,0,0,0,0,13,0,5,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0.0,0,1,6,3,5,0,0,0,1,5,1,1,2,1,1,1,1,1,5,0,6,5,1,4,3,4,4,4,3,2,2,1,3,2,5,1,5,0.0,0,5,0,0,0,0,0,0,7,7,6,6,4,5,1,2,1,5,1,1,1,1,1,1,1,2,1,1,202,1,1405,4,3404,4
7940,2,2,1,0,1,24.139,25.931999,1,0,1,1,1,1,3026,2,2,0,7940,1,2,2,4,2,2,2,2,2,2,1,5,3,1,2,3,2,1,1,0,0,0,0,0,0,0,0,0,3,7,7,3,2,1,0,0,0,0,0,0,3,1,3,3,2,3,2,3,3,2,2,2,3,4,4,4,1,1,1,1,1,1,4,1,1,3,1,1,3,4,5,1,2,0,5,0,5,1,3,3,1,1,1,3,1,1,1,2,3,2,2,3,3,1,3,2,3,3,2,4,2,2,3,3,3,4,3,2,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,2,5,5,5,1,1,5,1,5,5,5,5,5,5,5,5,0,0,0,1,5,5,5,5,1,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,3,2,5,0,0,0,0,0,0,0,2,1,1,1,5,0,0,0,6,0,1,4,4,4,4,2,1,1,1,1,1,3,5,5,5,0.0,0,1,1,32,5,1,0,15,0,0,7,7,7,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1211,1,7940,2,3407,3
7940,4,2,1,0,1,22.988001,23.792999,1,0,1,1,1,1,3026,2,2,0,7940,1,2,2,4,2,2,2,2,2,2,1,5,3,1,2,3,2,1,1,0,0,0,0,0,0,0,0,0,3,7,7,3,2,1,0,0,0,0,0,0,3,1,3,3,2,3,2,3,3,2,2,2,3,4,4,4,1,1,1,1,1,1,4,1,1,3,1,1,3,4,5,1,2,0,5,0,5,1,3,3,1,1,1,3,1,1,1,2,3,2,2,3,3,1,3,2,3,3,2,4,2,2,3,3,3,4,3,2,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,2,5,5,5,1,1,5,1,5,5,5,5,5,5,5,5,0,0,0,1,5,5,5,5,1,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,3,2,5,0,0,0,0,0,0,0,2,1,1,1,5,0,0,0,6,0,1,4,4,4,4,2,1,1,1,1,1,3,5,5,5,0.0,0,1,1,32,5,1,0,15,0,0,7,7,7,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1211,1,7940,4,3407,4
7588,3,2,1,4,1,21.448999,22.368,1,5,1,1,1,1,3025,1,1,0,7588,2,2,4,2,2,4,3,3,3,2,1,1,2,5,3,1,1,1,1,1,2,1,7,7,1,1,1,1,1,6,7,2,1,1,6,6,7,3,1,1,3,3,4,3,3,4,2,4,4,4,3,3,3,2,3,2,3,3,3,3,1,3,2,3,3,3,3,1,3,1,5,3,4,1,5,0,4,2,2,1,5,5,5,4,2,2,3,2,2,4,3,2,3,3,3,4,4,4,2,4,3,4,1,1,1,1,3,1,3,0,2,2,2,3,1,1,4,4,3,2,2,2,2,2,5,0,0,0,5,0,0,0,5,0,0,0,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,1,5,5,5,5,5,1,5,5,5,5,5,5,0,0,1,5,5,5,5,5,1,5,5,5,5,5,5,0,0,0.0,800,1,3,2,5,0,0,0,5,0,0,0,2,3,1,1,5,0,5,0,6,6,5,4,4,4,4,2,5,3,4,4,3,3,5,3,5,0.0,0,1,1,40,5,1,0,40,6,6,6,7,4,4,1,3,2,4,1,5,2,2,2,1,1,1,1,1,1167,1,7588,3,3409,3
7588,4,2,1,4,1,21.202,22.405001,1,5,1,1,1,1,3025,1,1,0,7588,2,2,4,2,2,4,3,3,3,2,1,1,2,5,3,1,1,1,1,1,2,1,7,7,1,1,1,1,1,6,7,2,1,1,6,6,7,3,1,1,3,3,4,3,3,4,2,4,4,4,3,3,3,2,3,2,3,3,3,3,1,3,2,3,3,3,3,1,3,1,5,3,4,1,5,0,4,2,2,1,5,5,5,4,2,2,3,2,2,4,3,2,3,3,3,4,4,4,2,4,3,4,1,1,1,1,3,1,3,0,2,2,2,3,1,1,4,4,3,2,2,2,2,2,5,0,0,0,5,0,0,0,5,0,0,0,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,1,5,5,5,5,5,1,5,5,5,5,5,5,0,0,1,5,5,5,5,5,1,5,5,5,5,5,5,0,0,0.0,800,1,3,2,5,0,0,0,5,0,0,0,2,3,1,1,5,0,5,0,6,6,5,4,4,4,4,2,5,3,4,4,3,3,5,3,5,0.0,0,1,1,40,5,1,0,40,6,6,6,7,4,4,1,3,2,4,1,5,2,2,2,1,1,1,1,1,1167,1,7588,4,3409,4
1547,3,2,1,4,5,21.202,22.405001,1,1,1,1,1,1,3025,2,1,0,1547,2,2,4,1,1,1,3,3,3,1,1,6,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,6,7,1,5,1,1,0,0,0,0,0,0,3,3,3,3,2,3,2,3,3,3,2,2,2,2,2,2,1,1,3,3,1,1,4,3,3,1,3,1,3,3,1,2,4,2,5,0,1,1,1,1,1,5,1,3,3,4,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,1,1,1,1,1,1,0,0,0,1,1,1,1,1,4,4,4,2,2,4,2,2,5,0,0,0,5,0,0,0,5,0,0,0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,1,5,5,5,5,5,1,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,50,1,4,3,1,5,1,1,0,0,0,0,0,1,1,0,1,5,0,0,4,0,5,4,4,1,1,3,3,3,3,1,1,3,5,4,5,0.0,0,5,0,0,0,0,0,0,7,7,7,7,7,7,1,1,1,5,1,1,1,1,1,1,1,1,1,1,222,1,1547,3,3416,3
6506,3,2,1,4,5,35.487,38.581001,1,1,1,1,1,1,3026,0,1,0,6506,2,2,4,3,2,1,1,1,1,2,1,1,1,1,5,2,1,1,1,1,98,2,1,5,4,4,1,1,1,7,7,6,3,1,0,0,0,0,0,0,3,3,3,4,1,4,1,4,4,4,1,1,3,3,3,3,3,1,2,3,3,3,2,3,3,3,3,1,3,4,1,3,5,2,5,0,3,1,5,1,5,5,1,4,4,4,3,4,4,4,4,4,1,2,4,4,4,4,2,4,2,4,1,2,1,2,1,1,0,0,0,1,2,1,3,1,3,3,3,1,1,1,2,1,5,0,0,0,5,0,0,0,5,0,0,0,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,1,5,1,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4800.0,0,1,12,3,1,1,1,1,0,0,0,0,3,8,2,8,5,0,0,0,5,0,5,3,3,3,4,4,5,4,4,2,1,3,5,1,5,0.0,0,1,1,40,5,2,2,10,6,7,1,1,7,6,1,1,3,5,1,1,2,1,1,1,1,1,1,1,1012,1,6506,3,3417,3
7203,3,2,4,1,1,29.700001,35.457001,1,5,1,1,1,1,3008,1,1,0,7203,1,2,2,2,2,4,4,4,4,2,2,7,1,4,4,5,3,1,1,1,6,1,1,4,7,3,1,1,5,1,7,5,3,1,5,7,7,7,4,1,3,3,3,3,2,3,1,3,3,2,1,1,2,3,3,2,3,3,1,3,3,1,1,3,3,3,3,3,3,4,5,1,2,4,1,7,2,3,1,3,5,1,5,3,3,3,3,3,3,4,4,4,1,2,4,4,4,4,2,3,2,3,3,3,3,3,2,2,1,1,2,4,3,3,3,1,4,3,2,4,4,2,4,2,5,0,0,0,5,0,0,0,5,0,0,0,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,1,1,5,5,5,5,5,5,5,5,5,5,5,0,0,1,1,5,5,5,5,5,5,5,5,5,5,5,0,0,1800.0,500,1,2,1,5,0,0,0,5,0,0,0,1,3,3,3,5,0,1,1,6,6,1,3,3,3,3,2,3,2,2,3,2,4,5,3,5,0.0,0,1,1,45,5,1,0,60,3,2,5,6,5,5,1,3,3,2,1,1,2,2,2,1,2,1,1,1,1118,1,7203,3,3422,3
7203,4,2,4,1,1,27.149,31.261,1,5,1,1,1,1,3008,1,1,0,7203,1,2,2,2,2,4,4,4,4,2,2,7,1,4,4,5,3,1,1,1,6,1,1,4,7,3,1,1,5,1,7,5,3,1,5,7,7,7,4,1,3,3,3,3,2,3,1,3,3,2,1,1,2,3,3,2,3,3,1,3,3,1,1,3,3,3,3,3,3,4,5,1,2,4,1,7,2,3,1,3,5,1,5,3,3,3,3,3,3,4,4,4,1,2,4,4,4,4,2,3,2,3,3,3,3,3,2,2,1,1,2,4,3,3,3,1,4,3,2,4,4,2,4,2,5,0,0,0,5,0,0,0,5,0,0,0,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,1,1,5,5,5,5,5,5,5,5,5,5,5,0,0,1,1,5,5,5,5,5,5,5,5,5,5,5,0,0,1800.0,500,1,2,1,5,0,0,0,5,0,0,0,1,3,3,3,5,0,1,1,6,6,1,3,3,3,3,2,3,2,2,3,2,4,5,3,5,0.0,0,1,1,45,5,1,0,60,3,2,5,6,5,5,1,3,3,2,1,1,2,2,2,1,2,1,1,1,1118,1,7203,4,3422,4
6397,7,2,1,4,5,53.210999,53.193001,1,1,1,1,1,1,3035,5,1,0,6397,2,2,4,3,1,2,8,2,3,2,1,6,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,6,6,6,4,1,1,0,0,0,0,0,0,3,3,3,3,2,3,3,3,3,3,2,3,3,3,2,2,3,3,3,1,1,3,2,3,3,1,2,1,3,4,5,3,2,1,5,0,3,2,2,1,5,1,5,3,3,3,2,4,2,2,3,4,4,1,3,3,3,3,3,4,3,3,3,1,2,3,1,1,2,2,2,1,1,1,3,1,4,4,4,4,2,4,2,2,5,0,0,0,5,0,0,0,5,0,0,0,2,5,5,5,1,1,5,1,5,5,5,5,5,5,5,5,0,0,0,1,5,5,5,5,1,1,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,6,2,5,0,0,0,0,0,0,0,1,0,1,0,5,0,0,0,4,0,5,1,1,1,1,3,4,1,1,1,1,2,5,2,1,3.0,20,5,0,0,0,0,0,0,7,7,7,7,2,2,1,4,3,2,1,1,3,5,2,3,3,2,1,1,993,1,6397,7,3437,7
6363,5,2,1,4,5,62.196999,64.741997,1,5,1,1,1,1,3030,4,1,0,6363,2,2,4,3,1,1,1,1,1,3,1,4,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,4,1,1,4,1,1,0,0,0,0,0,0,2,2,2,3,2,3,3,2,3,3,2,2,3,2,2,2,1,1,1,1,1,1,2,3,3,3,3,1,3,1,5,4,3,1,5,0,2,4,5,1,5,5,5,2,3,2,2,2,2,2,3,2,2,2,3,3,3,3,3,3,3,3,1,1,1,1,1,1,0,0,0,1,1,1,1,1,4,4,4,2,1,1,1,1,5,0,0,0,5,0,0,0,5,0,0,0,3,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,0,800,0,1,5,5,5,5,1,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,8,3,5,0,0,0,0,0,0,0,0,0,1,0,1,5,0,0,6,0,1,1,1,1,1,5,4,1,1,1,1,3,5,4,5,0.0,0,5,0,0,0,0,0,0,7,7,7,7,7,7,1,1,1,5,1,1,1,2,2,1,2,2,1,1,986,1,6363,5,3441,5
5689,3,2,7,8,5,2.26,2.526,1,1,1,1,1,1,3015,96,3,2,5689,2,2,4,3,1,3,3,3,4,2,2,6,1,2,3,3,1,1,2,2,7,2,2,2,3,1,2,2,6,5,5,4,1,5,0,0,0,0,0,0,3,3,3,3,1,4,2,3,4,2,1,1,2,2,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,5,1,4,3,5,0,5,1,5,1,1,1,1,4,3,3,2,3,3,2,3,2,3,2,3,4,3,3,3,3,1,3,2,1,1,1,1,1,0,0,0,3,3,4,3,1,3,1,3,2,1,3,2,2,5,0,0,0,5,0,0,0,5,0,0,0,1,5,5,5,5,5,5,1,5,1,5,5,5,5,5,5,0,0,0,1,5,5,5,5,1,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.0,300,1,8,3,1,5,5,5,0,0,0,0,3,0,1,1,5,0,0,0,6,0,1,4,4,4,4,3,3,3,3,2,2,1,5,2,5,0.0,0,1,1,50,5,1,0,998,7,4,4,4,5,5,1,2,3,3,1,1,4,1,1,1,2,2,1,1,900,1,5689,3,5012,177
6900,2,2,1,0,5,4.1960001,4.4429998,1,0,1,1,5,1,3040,3,2,2,6900,1,2,4,4,3,4,3,3,4,3,98,4,1,5,2,5,1,1,4,0,0,0,0,0,0,0,0,0,6,1,7,6,5,1,0,0,0,0,0,0,3,3,3,3,1,4,2,3,2,2,2,2,2,3,3,2,1,1,1,1,1,1,4,3,1,3,1,1,3,3,4,1,2,0,1,4,5,3,3,5,5,1,1,4,2,2,2,3,3,2,3,2,3,2,3,4,4,4,2,3,3,3,3,1,2,3,2,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,2,5,1,5,1,1,5,1,5,5,5,5,5,5,5,5,300,0,100,1,5,5,5,5,1,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,200,1,6,4,1,1,1,5,0,0,0,0,4,2,1,0,5,0,0,0,5,0,5,4,4,4,4,3,2,1,1,2,1,1,5,4,5,0.0,0,1,2,50,6,1,0,15,0,0,4,5,6,5,1,1,5,2,5,5,5,3,1,1,3,3,2,1,1078,1,6900,2,5014,40
8061,3,2,1,5,1,3.0020001,0.0,1,5,5,5,1,5,3031,2,2,2,8061,2,2,3,3,2,3,2,3,3,2,1,4,4,1,3,5,1,1,1,1,2,2,1,5,5,1,1,1,4,7,7,5,4,1,3,1,6,5,1,1,2,3,4,4,1,3,1,3,3,2,2,1,3,3,2,2,3,3,3,1,3,1,4,3,3,1,3,1,3,3,4,5,1,4,5,0,4,1,2,4,1,1,1,4,2,1,1,4,4,2,4,2,3,2,4,4,4,4,2,4,1,3,2,1,2,2,1,1,0,0,0,3,2,1,2,2,5,2,2,2,2,2,4,2,1,5,1,5,5,0,0,0,5,0,0,0,3,5,1,5,1,5,1,1,5,1,5,5,1,5,5,5,0,0,0,1,1,5,5,5,5,5,5,5,5,5,5,5,0,0,1,1,5,5,5,5,5,5,5,5,5,5,5,0,0,9998.0,60,1,6,6,1,1,1,1,1,1,1,5,6,3,1,1,5,0,5,0,4,4,1,2,1,3,3,3,3,1,1,2,1,3,5,4,5,0.0,0,5,0,0,0,0,0,0,6,7,4,6,5,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1225,1,8061,3,5015,36
