HHREL,PHHID01,PHHSN01,Q22J1,Q22J2,Q22J3,Q22J4A,Q22J4B,Q22J4C,Q22J4D,Q22J5,Q22J6A_P,Q22J6B_P,Q22J6C_P,Q22J6D_P,Q22J6E_P,Q22J6F_P,Q22J6G_P,Q22J6H_P,Q22J6I_P,Q22J6J_P,Q22J6A_S,Q22J6B_S,Q22J6C_S,Q22J6D_S,Q22J6E_S,Q22J6F_S,Q22J6G_S,Q22J6H_S,Q22J6I_S,Q22J6J_S,Q22J6B_C,Q22J6D_C,Q22J6E_C,Q22J6F_C,Q22J6G_C,Q22J6H_C,Q22J6I_C,Q22J6B_D,Q22J6D_D,Q22J6E_D,Q22J6F_D,Q22J6G_D,Q22J6H_D,Q22J6I_D,Q22J7,Q22J8,Q22J9A,Q22J9B,Q22J9C,Q22J9D,Q22J9E,Q22J9F,Q22J9G,Q22J9H,Q22J9I,Q22J9J,Q22J10A,Q22J10B,Q22J10C,Q22J10D,Q22J11A,Q22J11B,Q22J11C,Q22J11D,Q22J11E,Q22J11F,Q22J11G,Q22J11H,Q22J11I,Q22J11J,Q22J11K,Q22J11L,Q22J11M,Q22J11N,Q22J12_1,Q22J12_2,Q22J12_3,Q22J12_4,Q22J13,Q22J14,Q22J14A,Q22J15A,Q22J15B,Q22J15C,Q22J15D,Q22J16A,Q22J16B,Q22J16C,Q22J17A,Q22J17B,Q22J17C,Q22J17D,Q22J17E,Q22J17F,Q22J17G,Q22J17H,Q22J17I,Q22J17J,Q22J17K,Q22J17L,Q22J17M,Q22J17N,Q22J17O,Q22J17P,Q22J17Q,Q22J17R,Q22J17S,Q22J18A,Q22J18B,Q22J18C,Q22J18D,Q22J18E,Q22J18F,Q22J18G,Q22J18G1,Q22J18H,Q22J20A,Q22J20B,Q22J20C,Q22J20D,Q22J20E,Q22J21A,Q22J21B,Q22J21C,Q22J22A,Q22J22B,Q22J22C,Q22J22D,Q22J22E,Q22J23A,Q22J23B1,Q22J23B2,Q22J23B3,Q22J23C,Q22J23D1,Q22J23D2,Q22J23D3,Q22J23E,Q22J23F1,Q22J23F2,Q22J23F3,Q22J24,Q22J25A,Q22J25B,Q22J25C,Q22J25D,Q22J25E,Q22J25F,Q22J25G,Q22J25H,Q22J25I,Q22J25J,Q22J25K,Q22J25L,Q22J25M,Q22J25N,Q22J25O,Q22J26A,Q22J26B,Q22J26C,Q22J27,Q22J27A,Q22J28A,Q22J28B,Q22J28C,Q22J29,Q22J30,Q22J31,Q22J32,Q22J33,Q22J34,Q22J35,Q22J36A,Q22J36B,Q22J36C,Q22J36D,Q22J37A,Q22J37B,Q22J37C,Q22J37D,Q22J37E,Q22J37F,Q22J38,Q22J39,Q22J40,Q22J41,Q22J41A,Q22J41B,Q22J42,Q22J43,Q22J44,Q22J45,Q22J46,Q22J47,Q22J48,Q22J49A,Q22J49B,Q22J49C,Q22J49D,Q22J49E,Q22J49F,Q22K27,Q22K28,Q22K29,Q22K30,Q22K31,Q22K32,Q22K33,Q22K34,Q22K35,Q22K36,Q22K37,Q22K38,Q22K39,Q22K40,Q22CDSHID,Q22CDSHPIN
4,752,2,4,1,2,4,4,3,4,2,2,5,5,1,1,4,7,2,1,1,2,7,5,1,7,2,6,1,1,2,7,1,1,4,7,2,1,0,0,0,0,0,0,0,3,3,3,3,1,3,1,3,3,2,3,2,2,2,2,2,3,1,2,3,1,3,3,3,3,1,1,3,3,3,1,5,3,4,5,5,0,4,1,3,3,1,5,1,3,3,3,3,3,3,3,3,3,2,3,3,4,3,3,2,4,2,3,4,5,3,4,5,5,3,0,4,2,2,2,1,1,5,4,4,2,1,3,2,1,5,0,0,0,5,0,0,0,5,0,0,0,1,5,1,5,5,5,5,1,5,5,5,5,5,5,5,5,0,0,0,1,6,2,5,0,0,1,1,1,4,0,1,4,4,4,4,3,3,3,3,1,1,0,5,2,5,0,0,5,0,0,0,0,0,0,6,6,5,4,6,6,1,1,5,3,1,1,3,2,1,1,2,2,2,1,136,1
4,753,2,4,1,1,4,4,4,4,1,1,7,1,1,1,1,6,1,1,1,1,7,1,1,7,1,7,1,1,1,7,7,1,1,6,1,1,0,0,0,0,0,0,0,3,3,4,4,1,3,1,4,4,1,1,1,1,1,1,1,1,1,3,1,1,3,2,3,3,1,1,1,3,3,5,3,4,1,0,1,6,2,1,1,3,1,5,1,3,3,3,3,3,2,2,4,3,1,2,4,4,3,4,2,4,1,4,5,5,5,4,5,5,0,0,0,1,1,1,1,1,5,5,5,1,4,4,2,1,5,0,0,0,5,0,0,0,5,0,0,0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,9600,0,1,2,1,5,0,1,0,1,1,5,0,1,4,4,4,4,4,3,1,3,1,1,1,5,2,5,0,0,1,1,20,5,1,0,10,7,6,6,6,7,7,5,0,0,0,0,0,0,0,0,0,5,5,5,5,137,1
4,772,1,3,3,2,3,3,3,3,2,1,1,1,1,1,1,4,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,2,1,0,0,0,0,0,0,0,1,2,4,4,2,1,4,3,4,3,2,2,2,2,1,2,3,3,3,3,3,1,4,1,3,3,3,1,1,1,3,1,4,5,3,5,0,2,1,1,4,1,1,5,4,2,2,1,4,4,2,3,3,3,3,3,3,4,4,2,3,2,4,4,5,3,4,5,5,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,2,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,0,0,0,1,10,2,5,0,1,1,0,0,0,0,1,1,1,2,2,4,3,1,1,2,2,0,5,4,5,0,0,1,1,40,5,1,0,3,0,0,7,7,4,4,1,1,3,4,1,1,3,2,1,1,2,1,1,1,138,1
4,775,1,4,1,1,4,4,4,4,1,2,6,1,1,5,1,6,1,1,1,2,6,1,1,5,1,5,1,1,1,6,7,7,1,7,1,1,0,0,0,0,0,0,0,3,3,4,4,1,3,1,3,4,2,2,1,1,2,2,2,2,3,2,2,3,3,3,3,1,1,3,1,1,3,3,5,4,1,7,1,7,5,1,1,2,5,5,5,4,2,2,2,2,3,2,3,2,2,2,3,2,3,3,2,3,2,3,5,5,5,5,5,5,0,0,0,2,1,1,1,1,4,4,5,1,1,4,3,1,5,0,0,0,5,0,0,0,5,0,0,0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,1,20,5,1,0,5,2,1,3,6,0,1,2,4,4,4,3,3,1,3,3,1,1,5,5,5,0,0,1,1,50,5,1,0,15,1,1,1,1,1,1,5,0,0,0,0,0,0,0,0,0,5,5,5,5,139,1
4,784,2,4,3,1,4,4,3,4,2,1,3,1,1,3,1,2,1,2,1,1,3,1,1,1,1,1,1,2,1,6,6,7,6,4,1,5,0,0,0,0,0,0,0,3,3,4,4,2,4,2,3,3,2,2,2,2,2,2,3,1,1,2,1,1,2,2,3,1,1,1,1,3,1,3,4,5,1,1,5,0,3,3,3,4,5,5,1,4,3,3,2,3,3,2,8,2,2,2,3,3,3,3,3,3,8,3,4,5,4,4,5,5,0,0,0,3,3,3,1,1,4,4,3,2,2,2,2,2,5,0,0,0,1,5,5,1,1,5,5,1,2,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,0,0,0,1,10,2,5,0,0,1,1,1,2,0,1,4,2,4,4,3,3,1,1,1,1,1,5,5,5,0,0,5,0,0,0,0,0,0,3,4,6,6,4,6,1,2,5,4,1,1,4,4,1,1,2,3,1,1,140,1
4,789,2,3,1,1,1,1,1,1,1,1,2,2,1,7,2,5,3,4,1,1,2,1,1,7,1,2,3,1,1,7,7,7,2,5,3,6,6,7,7,2,3,3,1,3,3,3,3,1,3,1,3,3,2,1,2,2,2,2,2,1,1,2,3,3,1,1,3,3,1,1,1,1,3,4,1,5,3,2,5,0,5,1,1,5,1,5,1,3,3,3,2,3,3,2,3,2,3,3,3,3,3,3,2,3,2,3,5,5,5,5,5,5,0,0,0,2,1,1,1,1,1,1,1,2,2,4,2,2,5,0,0,0,5,0,0,0,5,0,0,0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,1,2,3,5,1,2,1,2,1,4,4,1,4,2,4,4,4,3,1,1,1,1,2,5,5,5,0,0,1,1,16,2,1,0,5,7,7,4,4,4,4,1,1,1,4,1,1,2,1,1,1,1,2,1,1,141,1
4,796,2,4,2,1,4,3,3,3,2,2,2,1,1,3,2,6,3,4,1,1,1,1,1,1,1,3,1,2,1,1,4,7,2,7,3,5,0,0,0,0,0,0,0,3,3,3,3,1,4,2,4,3,1,1,1,2,1,1,1,1,3,2,1,1,1,2,3,1,1,3,3,3,3,5,4,1,3,3,5,0,4,2,1,2,5,1,1,3,2,2,1,4,4,1,3,3,3,2,4,4,4,4,3,4,1,2,4,5,3,5,5,5,3,0,4,2,1,3,1,2,5,3,2,2,1,2,1,1,5,0,0,0,5,0,0,0,5,0,0,0,2,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,0,0,0,1,4,3,5,0,0,1,2,1,5,0,1,4,4,4,1,2,2,1,1,2,1,1,5,3,1,7,20,1,1,40,5,1,0,5,3,6,4,5,6,7,1,1,1,5,1,1,2,3,1,1,1,1,1,1,142,1
4,801,2,4,2,1,4,3,3,4,2,2,4,2,3,5,1,5,3,5,1,1,2,2,3,7,1,3,2,3,1,3,6,5,1,3,2,3,4,5,6,1,5,2,5,3,3,4,4,1,3,1,4,4,1,2,2,1,1,1,1,1,1,3,3,3,3,2,3,3,3,3,1,3,3,3,5,4,1,8,1,3,1,1,2,1,1,5,1,3,2,2,2,3,3,2,4,2,1,1,4,4,4,4,2,3,2,4,4,5,5,5,5,5,0,0,0,1,1,1,1,1,3,5,4,2,1,2,1,1,5,0,0,0,5,0,0,0,5,0,0,0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,1,4,2,5,5,1,0,2,2,6,6,5,1,2,2,4,2,2,1,1,4,2,1,5,5,5,0,0,5,0,0,0,0,0,0,7,6,6,6,6,6,1,1,1,5,1,1,1,1,1,1,1,1,1,1,143,1
4,802,2,1,1,1,4,4,4,4,1,4,1,1,1,7,1,7,1,1,1,5,1,1,1,1,1,6,1,1,1,1,6,7,1,7,1,1,0,0,0,0,0,0,0,2,3,4,3,1,4,1,3,4,1,2,1,2,2,2,2,1,1,3,3,1,1,3,3,1,1,1,1,1,3,3,5,4,2,2,5,0,3,1,1,2,1,5,1,4,2,1,1,3,4,2,3,2,3,1,4,4,4,4,4,3,2,3,4,5,3,4,5,5,1,1,3,4,2,4,1,1,2,5,4,1,1,3,2,1,5,0,0,0,5,0,0,0,5,0,0,0,2,5,5,5,1,5,5,5,1,5,5,5,5,5,5,5,0,0,0,1,12,3,5,0,1,5,2,1,5,0,5,4,4,4,4,3,1,1,3,1,1,0,5,5,5,0,0,5,0,0,0,0,0,0,5,6,7,6,7,4,1,1,1,5,1,1,1,2,4,1,1,2,1,1,144,1
4,804,2,4,1,2,4,4,4,3,1,1,5,1,1,3,1,5,1,1,2,1,6,1,1,3,1,4,1,1,2,7,7,1,3,7,1,1,0,0,0,0,0,0,0,3,3,4,4,1,4,1,3,4,1,1,1,1,1,1,1,3,3,2,1,1,1,2,3,3,1,3,3,3,3,5,3,1,4,3,1,2,4,1,1,2,5,5,1,4,1,2,1,4,4,1,4,1,3,2,4,4,4,4,3,4,1,3,4,5,4,5,5,5,0,0,0,2,3,1,1,1,5,5,5,1,1,2,1,1,5,0,0,0,5,0,0,0,5,0,0,0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,1,3,6,1,0,5,3,1,1,4,0,1,3,3,4,4,4,3,1,2,3,1,2,5,3,5,0,0,1,1,35,5,1,0,10,6,6,5,6,6,6,1,1,2,4,1,1,2,1,1,1,1,1,1,2,145,1
4,805,1,4,1,1,4,4,4,4,2,2,3,1,1,3,1,7,1,5,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,7,1,3,0,0,0,0,0,0,0,3,3,4,4,1,1,1,3,4,1,1,1,2,1,1,2,1,1,1,1,1,1,4,1,1,1,1,1,1,1,5,4,1,3,2,5,0,2,1,1,2,5,5,1,4,2,1,1,4,4,1,3,3,2,3,4,4,4,4,2,3,1,4,4,4,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,1,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,0,0,0,1,2,3,5,0,3,1,1,0,2,0,1,4,4,4,4,4,5,5,5,5,1,1,5,5,5,0,0,1,1,40,5,1,0,25,0,0,7,7,7,7,1,2,1,5,1,1,1,1,1,1,1,1,1,1,146,1
4,815,1,4,1,1,2,2,2,2,2,1,4,3,1,6,4,5,1,1,1,0,0,0,0,0,0,0,0,0,0,6,7,7,7,7,1,1,0,0,0,0,0,0,0,3,3,3,3,2,3,2,3,2,2,2,2,2,3,2,2,1,3,4,3,1,1,4,1,1,3,4,1,1,1,1,4,5,3,0,5,0,5,1,1,1,5,1,5,3,3,3,2,2,3,3,3,3,2,2,3,3,3,3,3,3,2,3,4,3,5,4,5,5,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,3,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,1,2,1,5,0,0,1,1,1,6,0,1,1,1,1,1,5,3,1,1,1,1,0,5,3,5,0,0,1,4,45,6,1,0,75,0,0,7,7,7,7,1,1,1,5,1,1,1,1,1,1,1,1,1,1,147,1
4,818,2,4,2,2,4,3,3,3,2,1,1,1,1,7,6,6,6,6,1,1,1,1,3,6,4,6,4,1,1,3,6,1,6,6,6,6,0,0,0,0,0,0,0,2,2,4,4,1,4,1,3,3,2,2,2,2,3,1,1,3,3,3,1,1,3,3,3,3,1,3,3,3,3,3,4,5,2,5,1,7,1,1,1,2,5,5,1,3,1,1,1,4,4,2,4,1,3,1,4,3,3,3,2,3,2,3,4,5,4,4,5,5,0,0,0,2,2,2,2,2,4,4,4,1,1,4,2,1,5,0,0,0,5,0,0,0,5,0,0,0,2,5,1,1,1,5,5,5,5,5,5,5,5,5,5,5,0,0,300,1,2,3,5,0,0,0,3,1,5,0,1,1,2,4,1,3,2,1,2,2,2,2,5,5,5,0,0,5,0,0,0,0,0,0,5,5,4,4,5,5,1,1,1,5,1,1,1,1,1,1,1,2,1,1,148,1
4,819,2,4,2,1,4,4,2,3,2,3,2,1,7,3,1,5,1,1,1,2,1,1,1,4,1,5,1,1,1,5,6,7,3,6,1,1,5,6,7,2,5,1,1,3,3,4,4,1,4,1,3,3,1,1,1,1,1,1,1,1,1,3,1,1,1,4,3,3,3,3,1,3,3,3,4,5,1,0,5,0,1,1,1,1,1,5,1,4,1,2,2,4,4,2,3,3,2,2,4,4,4,4,2,4,2,3,5,5,5,5,5,5,0,0,0,3,2,1,1,1,4,4,4,2,2,3,2,2,5,0,0,0,5,0,0,0,5,0,0,0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,1,4,2,5,5,2,1,1,1,5,5,1,4,4,4,4,3,4,4,3,4,3,0,5,2,5,0,0,5,0,0,0,0,0,0,5,5,5,5,5,5,1,2,3,3,1,1,3,3,1,1,2,2,1,1,149,1
4,821,1,4,3,2,3,8,3,3,3,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,4,6,1,4,1,1,0,0,0,0,0,0,0,3,3,3,3,3,2,1,4,3,2,2,2,2,3,2,2,1,1,4,1,1,1,8,1,1,1,4,1,1,1,4,3,5,2,1,1,6,1,1,1,1,5,5,1,4,3,3,3,3,2,2,8,3,3,2,4,3,3,3,2,3,2,3,5,5,5,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,600,1000,300,1,4,3,1,0,0,2,1,0,2,0,5,3,3,8,8,3,3,1,1,1,1,0,5,2,5,0,0,1,1,20,4,1,0,45,0,0,6,6,4,6,1,1,2,5,1,1,1,1,1,1,1,1,1,1,150,1
4,823,1,1,4,3,8,8,8,8,3,1,1,1,1,1,5,7,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,5,1,1,1,0,0,0,0,0,0,0,2,2,3,3,1,3,1,3,3,1,1,1,1,1,1,1,1,3,4,1,1,1,4,1,1,1,4,1,1,1,3,4,1,5,0,5,0,3,1,1,1,5,5,5,3,3,3,2,3,3,2,2,2,2,2,3,3,3,2,2,3,2,3,3,4,5,4,4,5,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,1,5,3,1,0,0,1,0,0,0,0,1,3,1,1,1,5,2,2,1,1,1,0,5,5,5,0,0,5,0,0,0,0,0,0,0,0,2,2,4,4,1,1,1,5,1,1,1,1,1,1,2,2,1,1,151,1
4,824,1,2,4,3,4,4,4,4,4,1,1,2,1,1,1,5,1,1,1,1,1,2,1,1,1,5,1,1,1,5,1,1,1,5,1,1,7,1,1,1,5,1,1,3,3,3,3,2,3,2,3,3,2,2,2,2,2,2,2,3,3,3,1,3,1,3,3,3,1,1,1,1,3,1,4,5,2,0,5,0,1,1,3,3,5,5,5,3,2,2,2,2,3,2,3,2,2,2,3,3,3,3,2,3,3,3,4,4,4,4,4,4,0,0,0,3,3,3,3,1,3,3,3,3,4,3,3,3,5,0,0,0,5,0,0,0,5,0,0,0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,1,3,3,5,5,2,3,0,0,0,0,5,3,1,1,1,4,3,3,1,1,1,3,3,2,5,0,0,1,1,40,5,1,0,45,7,7,7,7,5,5,1,3,3,3,1,1,2,3,1,1,3,3,2,2,152,1
4,828,2,4,3,2,4,3,3,3,2,2,2,1,1,7,6,4,1,1,1,1,1,1,1,7,1,1,1,1,1,3,1,1,6,4,1,1,0,0,0,0,0,0,0,3,3,4,4,1,4,1,4,4,1,1,1,1,1,1,1,1,1,2,1,1,3,4,3,3,3,1,1,3,3,3,1,5,4,1,5,0,4,1,1,1,5,5,1,4,1,1,1,2,4,1,4,1,3,2,4,4,4,4,1,4,1,4,5,5,5,5,5,5,0,0,0,2,1,4,1,1,5,5,4,1,1,4,1,1,5,0,0,0,5,0,0,0,5,0,0,0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,1,2,2,1,0,2,0,1,1,4,0,1,3,3,4,4,3,4,4,4,1,1,2,5,5,5,0,0,1,1,25,4,2,7,10,6,7,7,7,5,7,5,0,0,0,0,0,0,0,0,0,5,5,5,5,153,1
4,832,1,1,3,1,4,4,4,4,2,1,1,1,1,1,1,4,1,1,1,0,0,0,0,0,0,0,0,0,0,1,7,1,1,7,1,1,0,0,0,0,0,0,0,3,3,4,4,1,4,2,4,4,2,2,1,1,1,1,4,1,1,1,1,1,1,8,1,1,1,4,1,1,1,1,5,4,3,0,5,0,1,3,1,2,1,1,5,4,2,4,3,4,2,2,3,3,4,4,4,4,4,4,4,4,2,4,4,3,3,3,3,5,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,3,5,5,5,1,1,5,1,5,1,5,5,5,5,5,5,0,0,0,1,3,3,1,0,3,0,0,0,0,0,1,1,1,1,1,3,4,1,1,1,1,0,2,3,5,0,0,1,1,26,7,1,0,20,0,0,6,7,7,7,1,2,2,3,1,1,2,1,1,1,2,4,2,1,154,1
4,833,2,4,2,2,3,4,4,4,1,5,7,4,6,7,1,3,4,1,1,5,7,5,4,4,1,7,4,1,6,6,7,7,1,5,4,1,0,0,0,0,0,0,0,3,3,3,3,2,3,3,3,3,3,2,2,2,2,2,2,3,3,3,1,3,3,2,3,3,3,3,1,3,3,1,3,4,5,10,5,0,1,1,5,1,1,5,1,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,2,3,5,5,5,5,5,5,0,0,0,2,2,3,3,1,5,5,5,1,1,5,5,2,5,0,0,0,5,0,0,0,5,0,0,0,2,5,5,5,1,5,5,1,5,5,5,5,5,5,5,5,0,0,0,1,5,3,5,0,1,1,1,0,5,0,1,3,3,1,1,5,4,3,3,1,1,0,5,3,5,0,0,1,1,40,5,1,0,45,7,7,7,6,7,5,1,1,1,5,1,1,1,1,1,1,1,2,1,1,155,1
4,834,2,3,3,3,1,3,4,3,4,1,1,1,1,1,1,6,1,1,1,0,0,0,0,0,0,0,0,0,0,4,1,1,1,6,1,1,6,1,1,1,6,1,1,3,3,4,3,3,4,2,2,3,2,4,2,4,4,2,2,1,1,1,1,1,1,4,1,2,1,1,1,1,1,1,4,5,3,5,1,6,5,4,5,4,5,5,1,4,3,3,4,3,4,3,2,3,4,3,3,4,3,2,3,4,4,3,4,3,2,1,5,4,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,2,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,0,0,0,1,6,4,1,1,2,1,0,0,0,0,1,4,1,1,1,4,5,3,5,4,1,1,5,2,5,0,0,5,0,0,0,0,0,0,0,0,7,6,1,2,1,4,3,4,5,1,1,1,1,1,3,2,1,1,156,1
4,837,1,3,2,2,4,4,4,3,2,1,1,1,7,1,1,7,1,2,1,0,0,0,0,0,0,0,0,0,0,1,2,7,6,7,7,7,0,0,0,0,0,0,0,3,3,3,3,2,3,2,3,3,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,3,5,3,1,7,5,4,2,4,1,1,5,4,1,1,1,2,1,2,4,1,1,3,4,4,4,4,1,2,3,3,4,5,4,3,5,5,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,3,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,0,0,0,1,8,3,1,0,3,2,1,1,6,0,5,3,3,4,1,3,5,4,1,1,1,2,5,5,5,0,0,1,1,80,6,1,0,25,0,0,5,5,5,5,1,2,2,4,1,1,2,3,1,1,1,1,1,1,157,1
4,840,1,4,1,1,3,4,2,1,2,1,1,2,1,4,1,5,1,1,1,0,0,0,0,0,0,0,0,0,0,2,7,7,1,6,3,1,5,5,6,1,4,1,5,2,3,3,3,2,3,2,3,3,2,3,2,3,2,3,2,3,3,3,3,1,1,3,1,3,3,1,1,1,3,3,4,5,1,2,5,0,4,1,2,3,5,1,5,4,2,2,2,3,3,2,3,2,3,3,4,3,3,3,3,3,2,3,4,5,4,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,1,5,5,1,5,5,5,1,5,5,5,5,5,5,5,5,0,0,0,1,5,3,1,6,2,1,1,0,5,5,1,4,4,4,3,4,2,1,1,2,1,1,5,5,5,0,0,1,1,44,5,1,0,5,0,0,5,6,5,5,1,1,5,3,5,5,5,3,2,1,2,3,2,1,158,1
4,841,1,3,2,1,4,4,4,4,2,1,1,1,1,1,1,7,1,1,1,1,1,1,1,7,1,7,1,1,1,1,1,7,1,7,1,1,1,1,7,1,7,1,1,2,2,4,4,1,4,1,4,4,1,1,1,1,1,1,1,1,3,1,2,2,3,1,3,3,2,3,3,3,3,4,5,3,2,0,5,0,1,1,1,1,1,5,1,4,1,1,1,3,4,1,4,1,2,4,4,4,4,4,2,4,2,4,5,5,5,5,5,5,0,0,0,2,2,2,2,1,5,5,5,2,1,3,2,1,5,0,0,0,5,0,0,0,5,0,0,0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,1,10,3,1,5,1,2,1,1,5,2,1,1,1,1,4,4,2,2,2,1,1,2,5,2,5,0,0,1,1,40,3,2,2,40,7,7,7,7,7,7,1,1,2,4,1,1,2,3,1,1,1,1,1,1,159,1
4,842,1,3,4,2,3,4,4,4,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,7,1,3,1,1,1,2,3,7,1,7,1,1,0,0,0,0,0,0,0,2,3,1,3,3,1,3,2,1,4,4,4,1,3,2,4,3,3,2,2,3,2,4,3,1,3,1,1,1,3,3,5,4,1,10,5,0,1,1,1,4,1,1,1,4,2,1,1,3,4,2,4,2,3,1,4,4,4,3,3,3,2,2,2,3,1,3,4,3,3,0,2,2,2,1,1,1,3,3,2,5,2,2,4,1,1,1,5,1,5,0,0,0,1,1,5,5,1,1,1,5,1,5,5,1,5,1,5,5,5,5,5,5,0,0,0,1,7,5,1,0,5,2,2,0,5,0,1,4,3,4,1,4,3,3,4,3,1,3,5,3,5,0,0,1,1,45,6,1,0,90,5,2,7,5,7,7,1,2,2,4,1,1,2,2,1,1,1,1,1,1,160,1
4,846,1,2,5,3,3,2,2,3,3,1,1,1,1,7,4,6,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,7,7,6,1,1,1,1,1,7,5,1,1,1,2,2,3,2,3,3,3,3,2,2,2,2,3,3,3,3,3,3,1,3,1,4,1,1,1,1,1,1,1,2,5,4,1,0,5,0,5,5,3,2,1,1,5,4,4,4,3,3,3,3,4,3,3,2,4,3,4,3,2,2,2,3,5,1,4,4,1,1,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,3,5,5,1,5,1,1,1,5,5,5,5,1,5,5,5,0,0,0,1,8,3,1,1,0,2,1,1,5,5,1,1,1,1,1,4,1,1,1,1,1,1,5,2,5,0,0,1,1,25,5,1,0,20,0,0,4,4,4,4,1,1,2,5,1,1,2,1,1,1,4,5,5,5,161,1
4,851,2,2,2,2,3,3,2,3,1,1,1,2,1,5,1,5,5,1,1,1,1,2,7,7,1,5,6,1,1,1,1,6,1,7,6,1,2,7,7,1,7,7,1,3,3,4,4,1,3,1,4,4,2,2,2,4,1,2,2,1,3,3,3,3,3,3,3,3,3,3,1,3,3,3,5,4,1,1,1,1,4,2,4,5,5,1,1,4,3,2,2,2,3,3,4,3,2,2,4,4,3,3,2,4,1,2,3,5,4,2,5,5,3,0,2,3,3,2,1,1,3,3,4,1,1,4,3,1,5,0,0,0,5,0,0,0,5,0,0,0,1,5,1,5,5,5,5,5,1,5,5,5,5,5,5,5,0,0,0,1,3,3,1,5,1,2,1,1,4,5,1,2,3,4,3,4,3,1,1,3,3,3,5,2,5,0,0,1,1,40,5,1,0,35,6,5,6,6,4,6,1,1,1,5,1,1,1,1,1,3,1,1,1,1,162,1
4,852,2,4,1,1,4,3,3,4,1,1,1,1,1,7,1,7,1,1,1,1,1,1,1,7,1,5,1,1,1,5,1,7,2,5,5,1,1,2,7,1,6,5,1,3,3,4,4,1,3,1,3,3,1,1,1,3,2,2,1,2,1,3,2,3,3,3,1,3,1,3,1,1,3,3,5,4,1,3,5,0,5,1,1,5,5,1,1,4,3,3,3,2,4,2,3,3,2,2,3,4,4,4,2,4,2,4,1,5,2,4,5,5,3,0,3,3,3,1,1,1,5,5,5,2,2,2,4,4,5,0,0,0,5,0,0,0,5,0,0,0,3,5,1,5,5,5,5,1,5,5,5,5,5,5,5,5,99997,99997,99997,1,6,2,5,1,0,1,1,1,5,6,5,1,1,4,3,5,1,1,1,1,1,1,5,1,5,0,0,1,1,40,4,1,0,45,7,7,4,7,1,1,1,3,3,2,1,1,3,3,3,1,2,4,2,1,163,1
