ASMREL,ASMTID01,ASMTSN01,Q24MONTH,Q24DAY,Q24YEAR,Q24FORM,Q24LANG,Q24A1,Q24A2,Q24A3A,Q24A3B,Q24A3C,Q24A4A,Q24A4B,Q24A4C,Q24BMI,Q24B2,Q24LW1,Q24LW2,Q24LW3,Q24LW4,Q24LW5,Q24LW6,Q24LW7,Q24LW8,Q24LW9,Q24LW10,Q24LW11,Q24LW12,Q24LW13,Q24LW14,Q24LW15,Q24LW16,Q24LW17,Q24LW18,Q24LW19,Q24LW20,Q24LW21,Q24LW22,Q24LW23,Q24LW24,Q24LW25,Q24LW26,Q24LW27,Q24LW28,Q24LW29,Q24LW30,Q24LW31,Q24LW32,Q24LW33,Q24LW34,Q24LW35,Q24LW36,Q24LW37,Q24LW38,Q24LW39,Q24LW40,Q24LW41,Q24LW42,Q24LW43,Q24LW44,Q24LW45,Q24LW46,Q24LW47,Q24LW48,Q24LW49,Q24LW50,Q24LW51,Q24LW52,Q24LW53,Q24LW54,Q24LW55,Q24LW56,Q24LW57,Q24LW58,Q24LWRAW,Q24LWSS,Q24PC1,Q24PC2,Q24PC3,Q24PC4,Q24PC5,Q24PC6,Q24PC7,Q24PC8,Q24PC9,Q24PC10,Q24PC11,Q24PC12,Q24PC13,Q24PC14,Q24PC15,Q24PC16,Q24PC17,Q24PC18,Q24PC19,Q24PC20,Q24PC21,Q24PC22,Q24PC23,Q24PC24,Q24PC25,Q24PC26,Q24PC27,Q24PC28,Q24PC29,Q24PC30,Q24PC31,Q24PC32,Q24PC33,Q24PC34,Q24PC35,Q24PC36,Q24PC37,Q24PC38,Q24PC39,Q24PC40,Q24PC41,Q24PC42,Q24PC43,Q24PCRAW,Q24PCSS,Q24BRSS,Q24AP1,Q24AP2,Q24AP3,Q24AP4,Q24AP5,Q24AP6,Q24AP7,Q24AP8,Q24AP9,Q24AP10,Q24AP11,Q24AP12,Q24AP13,Q24AP14,Q24AP15,Q24AP16,Q24AP17,Q24AP18,Q24AP19,Q24AP20,Q24AP21,Q24AP22,Q24AP23,Q24AP24,Q24AP25,Q24AP26,Q24AP27,Q24AP28,Q24AP29,Q24AP30,Q24AP31,Q24AP32,Q24AP33,Q24AP34,Q24AP35,Q24AP36,Q24AP37,Q24AP38,Q24AP39,Q24AP40,Q24AP41,Q24AP42,Q24AP43,Q24AP44,Q24AP45,Q24AP46,Q24AP47,Q24AP48,Q24AP49,Q24AP50,Q24AP51,Q24AP52,Q24AP53,Q24AP54,Q24AP55,Q24AP56,Q24AP57,Q24AP58,Q24AP59,Q24AP60,Q24APRAW,Q24APSS,Q24C1A,Q24C1B,Q24C2A,Q24C2B,Q24C3A,Q24C3B,Q24C4A,Q24C4B,Q24C5A,Q24C5B,Q24C6A,Q24C6B,Q24C7A,Q24C7B,Q24C8A,Q24C8B,Q24DSFO,Q24C9A,Q24C9B,Q24C10A,Q24C10B,Q24C11A,Q24C11B,Q24C12A,Q24C12B,Q24C13A,Q24C13B,Q24C14A,Q24C14B,Q24C15A,Q24C15B,Q24DSBA,Q24DSTO,Q24D1,Q24D1A,Q24D2,Q24D2A,Q24D2B,Q24D2C,Q24D2D,Q24D2E,Q24D2F,Q24D2G,Q24D2H,Q24D2I,Q24D3,Q24D3A,Q24D3B,Q24D3C,Q24D3D,Q24D3E,Q24D3F,Q24D3G,Q24D3H,Q24D3I,Q24IWAGE,WTIND02,Q24LWPR,Q24LWW,Q24PCPR,Q24PCW,Q24BRPR,Q24BRW,Q24APPR,Q24APW,BMIZ02,HGTZ02,WGTZ02,HGTIND02,WGTIND02
5,4715,3,2,9,2003,1,1,53,84,0,0,0,0,0,0,21,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,32,94,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,97,96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,103,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,7,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3,10,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,104,4,36,470,43,477,40,474,57,485,1.7,.44,1.6,2,3
5,4716,3,3,1,2003,1,1,64,105,0,0,0,0,0,0,18,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,9,52,113,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,35,125,121,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,41,100,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,7,1,1,1,1,1,1,0,0,0,0,0,0,0,0,6,13,9,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,175,2,80,536,95,532,92,534,50,522,-.68000001,-.67000002,-.73000002,2,2
5,4718,2,6,1,2003,1,1,65,128,0,0,0,0,0,0,21.299999,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,9,52,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,84,91,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,82,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,11,1,1,0,1,1,1,0,0,0,0,0,0,0,0,5,16,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,216,2,47,536,14,505,28,520,12,505,.0099999998,.30000001,.20999999,2,2
5,4718,3,6,1,2003,1,1,73,163,0,0,0,0,0,0,21.5,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,34,67,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,81,70,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,83,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,9,1,1,1,0,1,1,0,0,0,0,0,0,0,0,5,14,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,200,2,1,476,10,499,2,488,12,502,.17,1.47,.85000002,3,2
5,4721,3,6,8,2003,2,1,51,115,0,0,0,0,0,0,31.1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,31,104,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,103,104,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,120,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,10,1,1,0,1,1,0,0,1,0,0,0,0,0,0,5,15,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,95,4,61,468,58,475,60,472,91,490,2.71,.37,2.8699999,2,4
5,4723,5,5,27,2003,1,1,71,180,0,0,0,0,0,0,25.1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,9,49,95,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,34,112,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,94,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,13,1,1,1,1,1,0,1,1,0,1,1,0,0,0,9,22,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,196,3,38,524,80,529,50,526,35,519,1.17,.82999998,1.42,2,3
5,4724,3,12,18,2002,1,1,50,63,0,0,0,0,0,0,17.700001,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,36,99,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,111,105,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,106,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,10,1,1,1,1,0,1,0,0,0,0,0,0,0,0,5,15,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,106,2,49,482,77,493,63,488,66,489,.62,-.87,.02,2,2
5,4724,4,12,18,2002,1,1,47,47,0,0,0,0,0,0,15,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,84,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,999,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,95,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,74,2,14,386,999,999,999,999,37,444,-.31999999,.51999998,.07,2,2
5,4733,7,2,4,2003,1,1,62,119,0,0,0,0,0,0,21.799999,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,41,79,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,90,82,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,41,95,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,12,1,1,1,1,1,1,0,1,0,0,0,0,0,0,7,19,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,201,2,8,498,25,510,12,504,38,522,.30000001,-.82999998,-.090000004,2,2
5,4738,2,1,25,2003,1,1,65,132,0,0,0,0,0,0,22,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,9,46,88,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,86,87,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,45,103,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,8,1,1,1,1,1,1,1,1,0,0,0,0,0,0,8,16,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,203,2,22,514,18,505,19,510,58,533,.34,.34,.49000001,2,2
5,4738,4,1,25,2003,1,1,57,75,0,0,0,0,0,0,16.200001,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,43,96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,90,93,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,37,102,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,13,1,1,1,1,1,1,0,0,0,0,0,0,0,0,6,19,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,143,2,41,504,25,493,32,498,56,511,-.79000002,-.54000002,-.91000003,2,2
5,4750,3,3,6,2003,1,1,68,191,0,0,0,0,0,0,29,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,9,49,93,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,29,93,93,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,44,99,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,7,1,1,1,1,0,0,0,0,0,0,0,0,0,0,4,11,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,211,4,32,524,33,516,31,520,47,530,1.7,-.44,1.4400001,2,3
5,4750,5,2,9,2003,1,1,53,78,0,0,0,0,0,0,19.5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,9,41,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,103,101,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,106,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,9,1,1,1,1,1,1,0,0,0,0,0,0,0,0,6,15,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,125,2,48,498,59,502,53,500,66,505,.81,-.86000001,.090000004,2,2
5,4753,3,2,1,2003,1,1,51,67,0,0,0,0,0,0,18.1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,9,44,115,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24,114,115,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,124,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,8,1,1,1,1,0,1,0,0,0,0,0,0,0,0,5,13,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,114,2,83,507,82,502,84,504,95,511,.60000002,-.95999998,-.1,2,2
5,4753,4,2,1,2003,1,1,49,47,0,0,0,0,0,0,13.8,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,9,47,151,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,130,140,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,118,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,4,10,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,93,2,99,517,98,499,99,508,88,485,-1.61,-.38,-1.16,2,2
5,4755,3,12,17,2002,1,1,65,228,0,0,0,0,0,0,37.900002,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,9,54,113,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,32,99,107,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,52,119,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,13,1,1,1,1,1,1,0,1,0,0,0,0,0,0,7,20,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,219,4,81,548,48,524,69,536,90,553,2.1500001,.30000001,2.28,2,4
5,4755,4,12,17,2002,1,1,66,296,0,0,0,0,0,0,47.799999,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,9,55,130,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,32,106,121,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,96,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,11,1,1,1,1,1,1,1,1,0,1,0,0,0,0,9,20,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,194,4,98,557,66,524,92,540,40,522,3.01,-.83999997,3.3499999,2,4
5,4756,3,1,28,2003,1,1,65,137,0,0,0,0,0,0,22.799999,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,40,82,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,24,89,84,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,89,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,12,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3,15,9,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,174,2,12,495,23,502,14,498,22,505,.85000002,.57999998,.97000003,2,2
5,4756,4,1,28,2003,1,1,60,113,0,0,0,0,0,0,22.1,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,39,78,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,87,80,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,90,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,15,1,1,1,1,1,1,1,1,1,1,0,0,0,0,10,25,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,186,2,7,492,19,502,9,497,26,511,.55000001,-1.53,-.2,2,2
5,4758,2,1,20,2003,1,1,69,120,0,0,0,0,0,0,17.700001,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,9,45,93,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,29,102,96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,92,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,10,1,1,1,1,1,1,0,0,0,0,0,0,0,0,6,16,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,170,2,32,511,54,516,40,514,29,508,-.69,1.27,.23999999,2,2
5,4758,3,1,20,2003,1,1,55,86,0,0,0,0,0,0,20,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,31,76,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,94,83,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,94,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,10,1,1,0,1,1,0,0,0,0,0,0,0,0,0,4,14,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,138,2,6,466,33,496,13,481,35,499,.88,-.93000001,.1,2,2
5,4767,2,4,25,2003,1,1,56,85,0,0,0,0,0,0,19.1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,9,46,113,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,26,109,113,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,96,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,12,1,1,0,1,0,1,0,0,0,0,0,0,0,0,4,16,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,127,2,81,514,73,508,81,511,40,496,.66000003,.1,.40000001,2,2
5,4771,4,12,17,2002,1,1,67,122,0,0,0,0,0,0,19.1,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,9,51,97,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,31,98,97,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,42,95,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,11,1,1,1,1,0,1,0,1,0,1,0,0,0,0,7,18,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,217,2,42,532,43,521,42,526,37,525,-.83999997,1.09,-.1,2,2
