EMSREL,EMSID01,EMSSN01,Q29A1MON,Q29A1DAY,Q29A1YR,Q29A2A,Q29A2B,Q29A2C,Q29A2D,Q29A2E,Q29A3,Q29A4,Q29A5,Q29A6,Q29A7,Q29A8,Q29A9,Q29A10,Q29A11,Q29A12,Q29A13A,Q29A13B,Q29A14A,Q29A14B,Q29A14C,Q29A14D,Q29A15,Q29A15A,Q29A16,Q29A16A,Q29A17,Q29A18,Q29A18A,Q29A18B,Q29A19,Q29A19A1,Q29A19A2,Q29A19A3,Q29A19A4,Q29A19A5,Q29A19B1,Q29A19B2,Q29A19C,Q29A19D,Q29A19E,Q29A20,Q29A21,Q29A21A,Q29A21B,Q29A22,Q29A22A1,Q29A22A2,Q29A22A3,Q29A22A4,Q29A22A5,Q29A22B1,Q29A22B2,Q29A22C,Q29A22D,Q29A22E,Q29B1A,Q29B1B,Q29B1C,Q29B1D,Q29B1E,Q29B1F,Q29B2A,Q29B2B,Q29B2C,Q29B2D,Q29B2E,Q29B2F,Q29B2G,Q29B3A,Q29B3B,Q29B3C,Q29B3D,Q29B3E,Q29B3F,Q29B4,Q29B5,Q29B6A,Q29B6B,Q29B6C,Q29B6D,Q29B6E,Q29B6F,Q29B7A,Q29B7B,Q29B7C,Q29B7D,Q29B7E,Q29B8,Q29B9A,Q29B9B,Q29B9C,Q29B9D,Q29B10A,Q29B10B,Q29B10C,Q29C1,Q29C1A,Q29C2A,Q29C2B,Q29C2C,Q29C2D,Q29C2E,Q29C2F,Q29C2G,Q29C3_1,Q29C3_2,Q29C3_3,Q29C3_4,Q29C3_5,Q29C3_7,Q29C4A,Q29C4B,Q29C4C,Q29C4D,Q29C4E,Q29C4F,Q29C4G,Q29C4H,Q29D1,Q29D2A,Q29D2B,Q29D3,Q29D4_1,Q29D4_2,Q29D4_3,Q29D4_4,Q29D4_5,Q29D4_6,Q29D4_7,Q29D5,Q29D6,Q29D7,Q29D8,Q29D9,Q29D9A,Q29D10A,Q29D10B,Q29D10C,Q29D11,Q29B2FCD,Q29B4A_1,Q29B4A_2,Q29C3ACD,Q29D4ACD,Q29D6ACD,Q29D8CD1,Q29D8CD2
3,2074,3,4,17,2003,5,5,5,4,5,6,5,5,5,5,2,1,1,0,0,0,2,3,2,2,9,1,2,6,7,1,5,0,0,1,1,1,1,1,5,0,15,3,100,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,12,1,0,0,0,18,0,18,2,4,7,2,6,6,2,2,2,4,4,4,1,1,1,1,1,4,100,90,100,90,2,5,2,5,0,3,4,3,3,1,2,1,5,1,1,5,5,5,3,1,3,1,1,1,1,3,16,16,0,6,1,5,1,1,1,1,1,2,1,1964,5,1,3,5,4,4,1,0,0,0,11,0,0,0,0
3,2091,2,5,22,2003,3,2,2,2,3,2,5,5,5,5,3,3,2,5,0,0,0,2,3,2,1,5,0,3,6,1,5,0,0,1,1,1,1,1,5,0,15,2,95,95,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,22,0,0,0,0,0,22,0,0,1,11,11,0,6,12,4,4,5,4,3,4,1,1,1,1,1,3,85,85,85,85,2,5,3,5,0,2,1,1,2,1,1,1,5,1,1,1,5,1,1,1,1,2,1,1,1,1,28,21,0,7,1,5,1,1,1,1,1,2,1,1951,5,5,0,5,5,5,1,0,0,0,0,0,0,0,0
3,2091,3,5,13,2003,5,5,4,4,5,6,5,5,5,5,2,1,1,5,0,0,98,2,2,2,1,5,0,1,0,1,5,0,0,5,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,0,0,0,0,98,21,0,12,4,3,6,1,6,1,4,3,1,1,2,2,1,2,2,2,1,3,85,85,90,90,2,4,1,5,0,1,1,2,3,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,98,7,5,5,1,1,1,1,1,2,1,1976,5,1,2,4,5,4,1,0,0,0,0,0,0,0,0
3,2120,3,4,28,2003,5,5,5,4,5,6,5,5,5,5,2,1,1,0,0,0,0,3,3,2,3,5,0,3,6,1,1,1,1,5,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5,20,2,0,1,0,0,23,1,8,6,5,10,2,6,3,6,1,2,1,2,2,1,2,4,3,1,3,95,95,92,100,2,5,1,5,0,2,1,1,1,1,1,1,5,1,1,1,5,1,2,1,1,1,1,1,1,1,2,1,8,6,5,5,1,1,1,1,1,2,1,1967,5,1,5,5,4,5,1,0,0,0,0,0,0,0,0
3,2152,5,4,11,2003,2,2,2,3,3,6,5,5,5,5,2,3,3,5,1,1,0,3,3,3,3,5,0,2,6,1,1,5,0,1,5,5,5,5,1,0,15,2,100,100,1,1,5,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,0,2,1,0,0,18,0,0,1,4,7,0,6,2,4,4,2,2,3,1,1,1,1,2,1,5,95,95,95,95,2,5,4,1,5,2,2,1,3,4,3,5,5,1,1,1,5,5,2,2,1,1,1,1,1,2,26,8,0,7,5,5,5,1,1,1,1,2,1,1950,5,1,5,4,5,4,2,0,0,0,3,0,0,0,0
3,2184,5,4,22,2003,4,3,3,2,4,6,5,5,5,5,2,2,1,9,0,0,0,1,2,2,1,1,2,1,0,1,1,1,2,1,1,1,1,1,5,0,30,2,90,90,1,1,1,1,1,1,1,1,1,5,0,20,2,95,95,1,0,0,0,0,2,16,1,1,2,0,0,20,3,1,0,6,6,2,6,2,3,3,1,2,4,1,1,2,3,2,1,3,100,90,90,90,3,5,2,5,0,1,2,1,1,2,3,5,5,1,1,1,5,1,2,1,1,1,1,1,1,2,6,6,0,7,5,5,1,1,1,1,1,2,4,1975,5,1,2,5,5,5,3,0,0,0,0,0,0,0,0
3,2190,3,4,14,2003,4,4,4,4,5,6,5,5,5,5,1,2,1,5,0,0,0,3,3,2,2,5,0,4,6,1,1,1,1,1,1,1,1,1,5,0,30,2,100,100,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,19,0,1,0,0,1,21,0,99,2,4,3,2,6,2,1,1,4,1,4,4,1,1,2,2,1,3,80,75,75,70,2,3,3,5,0,1,5,2,1,1,1,1,5,1,1,1,5,1,1,1,1,1,1,1,1,1,12,4,0,6,1,5,1,1,1,1,1,2,1,1967,5,1,5,5,5,5,2,10,0,0,0,0,0,0,0
3,2190,4,6,2,2003,4,4,4,4,5,4,5,5,5,5,2,2,1,5,0,0,0,3,3,3,3,5,0,3,4,1,1,1,1,1,1,1,1,1,1,0,30,5,100,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,22,0,1,0,0,1,24,0,10,3,5,6,3,6,2,5,3,3,1,3,4,1,2,2,1,1,3,90,90,95,90,3,5,4,5,0,2,2,4,5,1,2,1,5,1,1,1,5,1,1,1,1,1,1,2,1,2,29,17,9,6,5,5,1,1,1,1,1,2,1,1951,5,1,5,5,4,4,1,10,0,0,0,0,0,0,0
3,2192,2,5,15,2003,3,3,3,2,3,2,5,5,5,5,1,1,3,5,0,0,0,2,1,2,1,1,2,2,5,1,5,0,0,1,1,1,1,1,5,98,30,2,998,85,1,1,5,0,1,1,1,1,1,5,98,20,2,998,85,1,0,0,1,0,0,0,1,21,98,1,98,23,4,23,0,20,3,3,6,28,3,4,1,1,1,3,1,1,1,1,1,5,80,80,80,80,2,5,3,5,0,3,3,3,3,9,3,1,5,1,1,1,1,1,1,2,2,1,1,1,1,1,9,4,98,7,1,1,1,1,1,5,5,1,1,1967,1,5,0,5,5,5,3,0,0,0,0,1,0,2,0
3,2192,3,5,19,2003,3,2,3,1,3,5,5,5,5,5,1,3,3,5,0,0,1,2,2,2,1,1,2,3,6,1,5,0,0,1,1,1,1,1,5,0,30,5,100,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,24,0,0,0,26,19,26,2,20,6,3,6,30,6,6,2,4,1,6,1,2,1,1,3,1,25,2,3,2,2,5,1,5,0,3,3,2,3,1,3,1,5,1,1,5,5,5,2,2,2,1,2,2,1,2,24,24,0,6,1,5,5,1,5,1,1,1,1,1946,5,1,3,5,5,5,1,0,0,0,13,0,0,0,0
3,2202,3,4,15,2003,2,2,1,1,3,2,1,1,5,5,2,3,3,5,0,1,0,2,3,1,1,1,2,1,0,1,1,1,3,1,1,1,1,1,5,0,10,2,100,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,13,0,0,0,0,15,0,15,15,15,0,2,6,4,4,4,2,2,6,2,2,1,2,2,1,3,90,90,90,90,2,5,4,5,0,8,3,2,5,1,8,1,5,1,1,1,5,5,1,1,1,1,1,1,1,2,14,8,9,7,1,5,5,5,5,1,1,2,1,9998,5,1,5,5,5,5,3,0,0,0,2,0,0,0,0
3,2206,5,5,27,2003,5,3,4,2,5,4,5,5,5,5,1,1,1,5,0,0,0,1,2,2,1,5,0,2,6,1,1,1,1,1,1,1,1,1,5,0,45,1,90,90,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,6,0,0,0,0,21,0,2,6,0,6,2,6,1,1,1,1,1,1,1,1,1,3,3,1,4,95,90,95,95,2,5,2,5,0,2,2,1,1,1,2,1,5,5,1,1,5,1,2,2,1,1,1,1,1,1,29,0,11,6,1,5,1,1,5,1,5,2,1,1950,5,1,3,5,4,5,1,0,0,0,0,2,0,0,0
3,2230,5,4,10,2003,3,2,3,3,4,5,5,5,5,5,2,3,2,5,0,0,0,2,3,3,2,5,0,4,6,1,1,1,2,1,1,5,5,1,5,0,20,2,100,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,16,2,1,2,0,0,21,0,5,1,0,4,0,6,3,5,4,1,1,5,1,1,2,1,2,1,4,75,75,80,75,3,1,4,5,0,2,4,2,1,1,1,1,5,1,1,1,1,1,2,1,1,1,1,2,1,1,16,2,9,6,5,5,1,1,1,1,1,2,1,1958,5,1,5,5,5,4,2,0,0,0,0,0,0,0,0
3,2233,4,5,13,2003,4,3,4,3,5,98,8,8,8,8,8,8,8,8,0,0,0,3,3,2,2,1,2,2,7,1,5,0,0,1,1,1,1,1,5,0,30,4,95,95,1,1,5,0,1,1,1,1,1,5,0,30,4,95,95,1,1,98,1,98,98,25,0,3,1,0,0,29,98,98,98,98,98,98,8,98,8,8,8,8,8,8,8,8,8,8,8,1,50,70,80,70,2,5,1,5,0,2,8,8,1,1,2,1,5,1,1,1,5,5,2,2,1,1,1,1,1,2,5,1,98,7,1,5,1,1,1,1,1,2,1,9998,8,8,0,8,8,8,8,0,0,0,13,0,0,0,0
3,2238,3,4,23,2003,3,3,3,1,3,5,5,5,5,5,3,2,2,5,0,0,0,2,2,2,1,5,0,99,3,1,1,1,2,1,8,8,8,8,8,0,5,6,100,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,24,0,0,0,0,0,24,0,99,1,6,5,1,6,4,2,2,1,4,1,1,2,2,1,1,1,4,999,999,999,999,1,2,1,5,0,3,9,4,5,5,3,3,5,1,1,1,5,1,2,2,2,1,1,1,1,1,31,29,0,7,5,5,5,1,1,1,1,2,1,1949,5,1,3,5,5,4,1,0,0,0,0,0,0,0,0
3,2242,3,5,12,2003,3,1,2,1,2,99,1,5,5,5,2,3,3,5,3,1,0,3,2,3,1,5,0,2,7,1,1,1,2,1,1,1,1,1,5,1,30,3,50,50,1,1,1,3,1,1,1,1,1,5,0,30,4,50,50,1,0,0,0,0,0,0,22,0,0,0,0,22,22,22,1,18,0,3,6,1,4,4,1,1,4,4,1,1,1,3,1,3,75,50,50,50,2,5,5,5,0,2,2,2,2,1,1,4,5,1,1,1,5,1,2,1,2,1,2,1,2,3,12,2,0,7,5,1,1,1,1,1,1,2,2,9998,5,1,4,5,5,4,1,0,0,0,0,0,0,0,0
3,2290,3,4,2,2003,3,3,3,3,4,6,5,5,5,5,1,2,2,5,0,0,0,3,3,3,2,5,0,3,6,1,1,1,2,1,1,1,1,1,5,0,30,4,100,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,12,30,1,1,2,1,0,35,0,0,0,2,12,2,6,6,6,6,4,4,1,4,1,1,1,1,1,4,100,100,100,100,2,5,1,1,5,1,1,1,1,1,1,1,5,1,1,1,5,5,1,1,1,1,1,1,1,1,25,19,0,6,1,5,1,1,1,1,1,2,1,1942,5,5,0,5,5,5,1,0,0,0,5,0,0,0,0
3,2309,3,5,15,2003,3,3,3,2,3,2,5,5,5,5,2,3,3,5,1,2,98,3,3,3,3,5,0,1,0,1,1,1,3,1,1,1,5,1,5,98,38,4,98,98,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,98,98,98,98,5,9,4,98,1,98,19,4,98,2,10,10,2,5,4,5,5,5,1,4,4,1,1,1,1,3,1,90,90,95,998,4,4,4,5,0,2,8,2,1,2,3,1,5,1,1,1,5,1,3,2,2,1,1,1,2,2,20,20,98,7,1,5,5,5,1,5,1,2,1,1951,1,1,5,5,5,5,1,0,1,0,0,0,0,2,0
3,2324,4,4,16,2003,1,3,2,3,4,2,5,5,5,5,2,3,2,5,1,4,0,3,2,1,1,5,0,2,7,1,1,5,0,1,1,1,1,1,5,0,10,4,5,90,1,1,5,0,1,1,1,1,1,5,0,5,3,75,95,3,0,0,1,1,0,15,3,1,0,0,0,19,1,99,6,6,6,2,6,3,6,5,1,4,4,1,1,1,2,2,1,5,95,95,95,95,2,4,3,5,0,1,1,1,1,1,1,1,5,1,1,5,5,5,1,1,1,1,1,1,1,1,25,7,8,7,5,5,5,1,1,1,1,2,1,1958,5,1,5,5,5,5,1,0,0,0,4,0,0,0,0
3,2329,2,5,30,2003,3,2,2,2,3,98,8,8,8,8,8,8,8,8,0,1,0,3,2,1,1,1,2,3,6,5,0,0,0,0,5,5,5,5,5,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,22,0,0,0,0,0,22,0,10,5,5,98,1,6,5,5,5,3,1,3,3,1,1,2,2,1,4,100,98,100,98,2,5,3,5,0,2,2,3,2,1,2,3,5,1,1,1,5,1,1,1,1,1,1,1,1,1,14,14,98,7,1,5,1,1,1,1,1,2,1,1967,5,1,2,4,4,5,1,0,0,0,0,0,0,0,0
3,2355,3,4,8,2003,3,3,3,2,3,4,5,5,5,5,1,2,2,5,0,99,1,2,3,2,3,5,0,2,6,1,1,1,3,1,1,1,1,1,5,0,30,2,100,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15,1,4,1,0,3,24,2,9,0,8,4,2,6,7,4,2,4,1,3,3,1,2,1,2,1,3,95,95,95,95,3,5,5,5,0,2,3,1,1,1,3,1,5,1,1,1,5,5,1,3,2,1,1,1,1,1,4,3,0,6,1,5,1,1,5,1,1,2,1,1973,5,1,3,5,4,5,1,19,0,0,4,0,0,0,0
3,2391,4,5,1,2003,4,3,4,3,4,6,5,5,5,5,1,2,1,5,0,0,0,2,2,3,1,5,0,2,6,1,1,1,2,1,1,5,1,5,5,0,15,3,100,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,12,0,0,0,0,25,3,8,1,10,5,2,6,5,4,4,3,2,4,3,2,1,2,2,1,2,80,75,60,35,2,5,3,5,0,2,2,1,1,4,2,1,5,1,1,1,5,5,2,1,1,1,1,1,1,2,9,5,0,7,1,5,1,1,1,1,1,2,1,1968,5,1,5,5,5,5,2,0,0,0,11,0,0,0,0
3,2408,2,5,12,2003,2,2,2,2,2,1,1,1,5,5,3,2,3,5,0,1,0,2,1,1,1,1,1,2,4,1,1,1,3,1,1,1,1,1,1,0,30,2,20,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,98,11,22,98,98,98,33,4,33,7,12,4,5,6,3,2,2,2,2,3,3,2,2,2,3,1,2,75,70,80,70,5,3,2,5,0,4,4,4,4,2,4,5,5,5,1,1,5,1,2,2,2,1,1,1,1,2,20,20,8,6,1,5,1,1,1,1,1,2,2,1956,5,1,2,2,4,4,3,0,0,0,0,0,0,0,0
3,2408,3,5,13,2003,3,2,2,2,3,2,1,1,5,5,2,3,3,5,10,3,98,2,2,1,1,1,2,1,0,1,1,1,3,1,1,1,1,1,5,98,30,4,60,60,1,1,1,3,1,1,1,1,1,5,98,45,4,60,60,1,98,1,98,98,98,0,6,10,98,98,98,16,10,16,16,16,7,4,6,3,4,4,1,4,4,1,1,1,1,1,1,3,90,95,90,95,2,5,3,5,0,1,4,3,3,3,2,3,5,1,1,1,5,1,1,1,1,1,1,1,1,1,3,1,98,6,1,1,1,1,5,1,1,2,2,1974,5,1,8,1,1,1,3,0,0,0,0,0,0,0,0
3,2420,4,5,12,2003,4,4,5,5,5,6,5,5,5,5,2,1,1,5,0,0,0,2,2,2,2,5,0,1,0,1,1,1,1,1,1,1,1,1,5,0,20,2,100,100,1,1,5,0,1,1,1,1,1,5,0,20,4,100,100,1,0,0,0,0,1,18,1,1,2,0,0,22,0,99,1,99,99,3,6,3,4,3,1,1,4,4,1,2,2,1,1,4,85,80,90,85,3,5,4,5,0,2,2,3,2,1,2,3,5,1,1,1,5,5,2,1,9,1,1,1,1,1,2,2,0,6,1,5,5,5,1,1,1,2,4,1975,5,1,3,4,5,3,2,0,0,0,8,0,0,0,0
3,2420,5,4,15,2003,4,3,4,3,5,6,5,5,5,5,1,1,2,5,0,0,0,2,1,1,1,5,0,3,6,1,1,1,1,1,5,5,5,5,1,0,25,3,80,100,1,1,1,2,1,5,5,5,5,1,0,15,3,80,100,1,0,0,0,0,5,13,0,1,5,0,1,20,15,0,0,2,18,1,5,2,4,3,1,1,4,1,1,1,1,1,1,4,95,95,5,95,5,4,5,5,0,2,1,1,1,1,2,1,5,1,1,1,5,5,2,1,1,1,1,1,1,1,32,9,8,6,1,5,1,1,1,1,1,2,4,1947,1,5,0,5,5,5,3,24,3,4,2,0,0,11,0
3,2438,3,5,6,2003,5,4,4,4,4,6,5,5,5,5,2,1,2,0,0,0,1,2,2,2,2,5,0,3,7,1,1,1,2,1,1,1,1,1,5,0,20,3,10,95,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,1,0,1,0,0,21,0,0,1,2,4,0,6,0,3,1,1,1,1,1,1,1,1,3,1,3,99,99,99,99,2,4,2,5,0,2,3,3,3,2,2,1,5,1,1,1,5,1,1,1,1,1,1,1,1,1,33,33,0,7,1,5,5,1,1,1,1,2,1,1946,5,1,3,5,5,4,1,0,0,0,0,0,0,0,0
3,2438,4,6,18,2003,2,1,1,3,3,7,5,5,5,5,2,1,1,5,0,0,98,2,3,3,3,5,0,3,6,1,5,0,0,1,5,1,5,1,5,98,15,4,100,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,98,1,98,98,15,98,2,1,98,98,18,0,0,0,2,2,0,6,0,2,2,1,1,1,1,4,1,1,1,1,4,98,98,98,98,1,3,3,5,0,2,2,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,13,6,98,7,5,5,1,1,1,1,1,2,1,1965,5,1,5,5,5,5,1,0,0,0,0,0,0,0,0
3,2465,5,4,10,2003,2,2,2,2,1,2,1,1,5,5,2,3,3,5,10,2,2,2,1,1,1,5,0,2,1,1,5,0,0,1,1,1,1,1,5,0,45,5,100,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,12,0,0,0,0,17,0,12,2,4,0,2,6,3,6,1,1,3,3,1,1,2,2,2,1,3,100,100,100,100,5,5,2,1,5,2,2,1,1,2,1,1,5,1,1,1,5,5,1,1,1,1,1,1,1,1,5,2,2,6,5,1,1,1,5,1,1,2,1,1975,5,5,0,5,5,5,1,0,0,0,3,0,0,0,0
3,2479,2,4,29,2003,3,2,2,1,5,2,1,1,5,5,1,3,2,5,0,0,1,3,3,1,1,1,2,2,6,1,1,1,3,1,5,1,1,5,5,0,15,5,65,55,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,2,14,0,0,0,2,18,0,18,2,3,2,2,6,4,6,1,1,1,6,1,1,1,2,1,1,2,100,90,100,90,3,5,5,5,0,5,3,1,2,2,4,5,5,1,1,1,5,5,2,3,2,1,1,2,1,3,2,2,0,6,1,5,1,1,1,1,1,2,1,1979,5,1,3,2,4,3,1,1,0,0,1,0,0,0,0
3,2479,3,4,8,2003,2,3,3,1,3,6,1,5,5,5,1,1,1,0,0,0,0,2,2,2,1,1,1,2,7,1,5,0,0,1,1,1,1,1,5,0,15,6,100,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,13,0,1,0,0,15,1,15,1,0,5,2,6,4,6,6,1,6,1,1,1,1,2,2,1,1,100,100,100,100,3,5,3,5,0,9,1,1,1,1,4,1,5,1,1,1,5,1,2,2,1,1,1,1,1,2,14,6,8,7,5,1,1,1,1,1,1,2,1,1952,5,5,0,5,5,5,3,0,0,0,0,0,0,0,0
3,2489,4,4,28,2003,3,4,3,3,3,5,5,5,5,5,2,1,2,5,12,2,0,2,2,2,1,5,0,5,6,1,1,1,1,1,5,1,5,1,5,0,30,4,75,75,1,1,1,1,1,5,5,1,5,5,0,30,2,75,75,1,0,0,0,0,0,17,3,0,0,0,0,20,0,4,3,2,4,1,6,5,6,6,1,1,1,2,1,1,2,1,1,5,85,85,90,90,2,5,3,5,0,2,3,1,1,1,1,2,5,1,1,5,5,1,1,1,2,1,1,1,1,1,8,3,0,6,5,5,5,1,1,1,1,2,1,1970,5,1,4,5,5,5,1,0,0,0,0,0,0,0,0
3,2492,4,4,24,2003,4,3,4,3,5,5,5,5,5,5,2,2,1,5,0,0,0,2,3,3,3,5,0,3,3,1,1,1,2,1,1,5,5,5,5,0,20,2,99,95,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,19,0,3,0,0,0,22,3,99,4,9,7,2,6,4,2,1,2,1,6,4,2,2,2,3,1,3,75,75,80,80,2,3,4,5,0,2,3,1,2,1,2,3,5,1,1,1,5,5,1,2,1,1,1,1,1,2,8,3,0,6,1,5,1,1,1,1,1,2,1,1961,5,1,4,4,5,5,1,0,0,0,3,0,0,0,0
3,2498,3,4,28,2003,4,4,4,3,4,6,5,5,5,5,3,1,2,0,0,0,0,2,3,2,3,5,0,3,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,15,29,0,1,1,0,1,32,0,0,0,3,20,1,4,1,4,2,2,1,2,1,1,1,1,1,1,5,30,95,98,98,1,5,3,1,5,2,2,1,2,1,2,2,5,5,1,1,5,5,1,1,1,1,1,1,1,1,28,20,0,7,1,5,5,5,5,1,1,2,1,1943,5,5,0,5,4,3,3,2,1,0,5,0,0,0,0
3,2498,4,6,7,2003,3,3,3,9,3,4,5,5,5,5,2,3,3,5,0,0,0,2,3,2,1,5,0,2,7,1,5,0,0,5,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,19,1,1,0,0,0,21,0,99,0,2,11,0,6,1,4,4,1,2,3,1,1,1,1,1,1,5,0,0,0,0,1,1,3,1,9,2,1,1,1,1,1,2,5,1,1,1,5,1,1,1,1,1,1,1,1,1,25,16,0,7,1,5,5,1,1,1,1,2,1,1942,5,5,0,5,5,5,1,0,0,0,0,0,0,0,0
3,2510,4,6,14,2003,4,4,4,2,4,5,5,5,1,1,2,2,2,5,0,0,0,1,1,2,1,5,0,6,7,1,5,0,0,1,1,1,1,1,1,0,45,2,5,90,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,34,0,0,0,36,15,98,0,33,0,2,6,4,5,1,1,1,1,2,1,1,2,1,2,3,998,998,2,95,2,5,2,5,0,2,1,1,1,1,2,1,5,5,1,1,1,1,2,2,1,1,1,2,1,1,7,1,0,6,1,5,5,5,1,5,5,2,1,1943,5,1,5,4,5,4,1,0,0,0,0,2,0,0,0
3,2511,3,5,21,2003,3,3,4,3,4,6,5,5,1,5,2,1,1,5,0,1,0,1,1,9,1,5,0,6,2,1,5,0,0,5,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,25,2,0,0,35,28,31,0,32,3,2,6,0,3,3,3,3,2,3,2,2,1,1,1,3,10,90,10,90,2,5,3,5,0,2,2,4,4,2,2,1,5,5,1,1,5,1,1,1,1,1,1,1,1,1,15,5,98,6,1,1,5,5,1,1,1,1,1,1954,5,1,5,4,3,3,3,0,0,0,0,0,0,0,0
3,2512,3,6,7,2003,3,3,4,5,3,4,5,5,1,1,2,2,2,5,0,0,0,2,2,2,1,5,0,1,0,1,1,1,2,1,1,1,1,1,1,0,20,4,100,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,19,0,0,0,19,19,19,1,4,2,1,3,3,6,5,1,3,3,3,1,1,1,1,1,5,100,100,100,100,2,5,3,5,0,1,1,2,1,1,1,1,5,1,1,1,1,1,1,2,2,1,1,1,1,1,13,11,0,6,1,5,1,1,1,5,1,2,3,1950,1,5,0,5,5,5,3,0,0,1,0,0,0,2,5
3,2536,3,4,3,2003,3,2,3,3,3,5,5,1,5,5,1,2,2,5,0,0,0,2,3,2,2,5,0,2,4,1,1,1,2,1,1,1,1,1,5,0,15,3,75,75,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,16,2,0,0,0,1,19,0,5,2,2,7,0,6,3,6,4,4,1,4,4,2,2,1,1,1,4,90,90,90,90,2,5,1,1,5,3,1,4,5,1,1,1,5,1,1,1,5,5,1,1,1,1,1,1,1,1,11,4,0,6,5,1,1,1,1,1,1,2,1,1954,5,1,4,4,4,5,1,2,0,0,2,0,0,0,0
3,2537,3,4,21,2003,3,3,3,2,3,4,5,5,5,5,2,2,2,5,3,4,0,2,3,3,1,5,0,2,6,1,1,1,2,1,1,1,1,1,5,0,15,2,100,100,1,1,1,2,1,1,1,1,1,5,0,15,2,100,100,1,0,1,0,0,0,18,1,0,0,0,0,19,0,6,1,4,4,2,6,3,5,4,3,1,5,5,1,1,1,1,1,3,90,90,90,90,2,5,5,5,0,2,3,1,1,2,2,1,5,1,1,1,5,1,1,1,2,1,1,1,1,1,6,6,0,6,1,5,1,1,1,1,1,2,1,1968,5,1,3,4,4,4,1,0,0,0,0,0,0,0,0
3,2537,4,5,27,2003,3,3,2,2,3,3,5,5,5,5,2,2,1,5,0,0,0,3,3,3,3,5,0,3,2,1,1,1,2,1,1,1,1,1,5,0,30,3,90,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,17,0,0,0,0,0,17,0,3,1,2,2,0,6,3,6,4,1,1,1,2,1,2,2,2,1,3,95,95,100,98,1,5,5,5,0,2,1,1,1,1,1,1,5,1,1,1,5,5,2,1,1,1,1,1,1,1,9,9,0,7,5,5,1,1,1,1,5,2,1,1962,5,1,4,5,5,5,2,0,0,0,5,2,0,0,0
